INFO : 2021-08-27 09:30:55,530 : Dir raw_data/2017-18 already exists
INFO : 2021-08-27 09:31:30,161 : Bio = (540, 6)
INFO : 2021-08-27 09:31:30,348 : SUCCESS : Aaron Brooks - 201166.csv already exists
INFO : 2021-08-27 09:31:30,348 : SUCCESS : Aaron Gordon - 203932.csv already exists
INFO : 2021-08-27 09:31:30,348 : SUCCESS : Aaron Harrison - 1626151.csv already exists
INFO : 2021-08-27 09:31:30,348 : SUCCESS : Aaron Jackson - 1628935.csv already exists
INFO : 2021-08-27 09:31:30,348 : SUCCESS : Abdel Nader - 1627846.csv already exists
INFO : 2021-08-27 09:31:30,366 : SUCCESS : Adreian Payne - 203940.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Al Horford - 201143.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Al Jefferson - 2744.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Al-Farouq Aminu - 202329.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alan Williams - 1626210.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alec Burks - 202692.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alec Peters - 1628409.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alex Abrines - 203518.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alex Caruso - 1627936.csv already exists
INFO : 2021-08-27 09:31:30,368 : SUCCESS : Alex Len - 203458.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Alex Poythress - 1627816.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Alfonzo McKinnie - 1628035.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Allen Crabbe - 203459.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Amir Johnson - 101161.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andre Drummond - 203083.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andre Iguodala - 2738.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andre Ingram - 201281.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andre Roberson - 203460.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andrew Bogut - 101106.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andrew Harrison - 1626150.csv already exists
INFO : 2021-08-27 09:31:30,379 : SUCCESS : Andrew White III - 1628510.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Andrew Wiggins - 203952.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Ante Zizic - 1627790.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Anthony Brown - 1626148.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Anthony Davis - 203076.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Anthony Tolliver - 201229.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Antonio Blakeney - 1628469.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Antonius Cleveland - 1628499.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Aron Baynes - 203382.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Arron Afflalo - 201167.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Austin Rivers - 203085.csv already exists
INFO : 2021-08-27 09:31:30,395 : SUCCESS : Avery Bradley - 202340.csv already exists
INFO : 2021-08-27 09:31:30,411 : SUCCESS : Bam Adebayo - 1628389.csv already exists
INFO : 2021-08-27 09:31:30,411 : SUCCESS : Ben McLemore - 203463.csv already exists
ERROR : 2021-08-27 09:31:41,427 : Ben Moore = No tables found
ERROR : 2021-08-27 09:31:41,427 : Trying again...
ERROR : 2021-08-27 09:31:52,676 : Ben Moore = No tables found
ERROR : 2021-08-27 09:31:52,677 : Trying again...
ERROR : 2021-08-27 09:32:02,422 : Ben Moore = No tables found
ERROR : 2021-08-27 09:32:02,423 : Trying again...
ERROR : 2021-08-27 09:32:13,205 : Ben Moore = No tables found
ERROR : 2021-08-27 09:32:13,205 : Trying again...
ERROR : 2021-08-27 09:32:34,712 : Ben Moore = No tables found
ERROR : 2021-08-27 09:32:34,712 : Trying again...
ERROR : 2021-08-27 09:32:44,649 : Ben Moore = No tables found
ERROR : 2021-08-27 09:32:44,650 : Trying again...
ERROR : 2021-08-27 09:32:55,707 : Ben Moore = No tables found
ERROR : 2021-08-27 09:32:55,707 : Trying again...
ERROR : 2021-08-27 09:33:07,037 : Ben Moore = No tables found
ERROR : 2021-08-27 09:33:07,037 : Trying again...
ERROR : 2021-08-27 09:33:17,224 : Ben Moore = No tables found
ERROR : 2021-08-27 09:33:17,224 : Trying again...
ERROR : 2021-08-27 09:33:38,491 : Ben Moore = No tables found
ERROR : 2021-08-27 09:33:38,491 : Trying again...
ERROR : 2021-08-27 09:33:38,707 : Unable to parse Ben Moore
INFO : 2021-08-27 09:33:38,707 : SUCCESS : Ben Simmons - 1627732.csv already exists
INFO : 2021-08-27 09:33:38,707 : SUCCESS : Bismack Biyombo - 202687.csv already exists
INFO : 2021-08-27 09:33:38,707 : SUCCESS : Blake Griffin - 201933.csv already exists
INFO : 2021-08-27 09:33:38,707 : SUCCESS : Boban Marjanovic - 1626246.csv already exists
INFO : 2021-08-27 09:33:38,723 : SUCCESS : Bobby Brown - 201628.csv already exists
INFO : 2021-08-27 09:33:38,723 : SUCCESS : Bobby Portis - 1626171.csv already exists
INFO : 2021-08-27 09:33:38,723 : SUCCESS : Bogdan Bogdanovic - 203992.csv already exists
INFO : 2021-08-27 09:33:38,723 : SUCCESS : Bojan Bogdanovic - 202711.csv already exists
