INFO : 2021-08-26 20:32:42,196 : Dir raw_data/2017-18 already exists
DEBUG : 2021-08-26 20:32:55,146 : POST http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/execute/sync {"script": "return (function(){return function(){var d=this;function f(a){return\"string\"==typeof a};function h(a,b){this.code=a;this.a=l[a]||m;this.message=b||\"\";a=this.a.replace(/((?:^|\\s+)[a-z])/g,function(a){return a.toUpperCase().replace(/^[\\s\\xa0]+/g,\"\")});b=a.length-5;if(0>b||a.indexOf(\"Error\",b)!=b)a+=\"Error\";this.name=a;a=Error(this.message);a.name=this.name;this.stack=a.stack||\"\"}\n(function(){var a=Error;function b(){}b.prototype=a.prototype;h.b=a.prototype;h.prototype=new b;h.prototype.constructor=h;h.a=function(b,c,g){for(var e=Array(arguments.length-2),k=2;k<arguments.length;k++)e[k-2]=arguments[k];return a.prototype[c].apply(b,e)}})();var m=\"unknown error\",l={15:\"element not selectable\",11:\"element not visible\"};l[31]=m;l[30]=m;l[24]=\"invalid cookie domain\";l[29]=\"invalid element coordinates\";l[12]=\"invalid element state\";l[32]=\"invalid selector\";l[51]=\"invalid selector\";\nl[52]=\"invalid selector\";l[17]=\"javascript error\";l[405]=\"unsupported operation\";l[34]=\"move target out of bounds\";l[27]=\"no such alert\";l[7]=\"no such element\";l[8]=\"no such frame\";l[23]=\"no such window\";l[28]=\"script timeout\";l[33]=\"session not created\";l[10]=\"stale element reference\";l[21]=\"timeout\";l[25]=\"unable to set cookie\";l[26]=\"unexpected alert open\";l[13]=m;l[9]=\"unknown command\";h.prototype.toString=function(){return this.name+\": \"+this.message};var n;a:{var p=d.navigator;if(p){var q=p.userAgent;if(q){n=q;break a}}n=\"\"}function r(a){return-1!=n.indexOf(a)};function t(a,b){for(var e=a.length,c=f(a)?a.split(\"\"):a,g=0;g<e;g++)g in c&&b.call(void 0,c[g],g,a)};function v(){return r(\"iPhone\")&&!r(\"iPod\")&&!r(\"iPad\")};function w(){return(r(\"Chrome\")||r(\"CriOS\"))&&!r(\"Edge\")};var x=r(\"Opera\"),y=r(\"Trident\")||r(\"MSIE\"),z=r(\"Edge\"),A=r(\"Gecko\")&&!(-1!=n.toLowerCase().indexOf(\"webkit\")&&!r(\"Edge\"))&&!(r(\"Trident\")||r(\"MSIE\"))&&!r(\"Edge\"),aa=-1!=n.toLowerCase().indexOf(\"webkit\")&&!r(\"Edge\");function B(){var a=d.document;return a?a.documentMode:void 0}var C;\na:{var D=\"\",E=function(){var a=n;if(A)return/rv\\:([^\\);]+)(\\)|;)/.exec(a);if(z)return/Edge\\/([\\d\\.]+)/.exec(a);if(y)return/\\b(?:MSIE|rv)[: ]([^\\);]+)(\\)|;)/.exec(a);if(aa)return/WebKit\\/(\\S+)/.exec(a);if(x)return/(?:Version)[ \\/]?(\\S+)/.exec(a)}();E&&(D=E?E[1]:\"\");if(y){var F=B();if(null!=F&&F>parseFloat(D)){C=String(F);break a}}C=D}var G;var H=d.document;G=H&&y?B()||(\"CSS1Compat\"==H.compatMode?parseInt(C,10):5):void 0;var ba=r(\"Firefox\"),ca=v()||r(\"iPod\"),da=r(\"iPad\"),I=r(\"Android\")&&!(w()||r(\"Firefox\")||r(\"Opera\")||r(\"Silk\")),ea=w(),J=r(\"Safari\")&&!(w()||r(\"Coast\")||r(\"Opera\")||r(\"Edge\")||r(\"Silk\")||r(\"Android\"))&&!(v()||r(\"iPad\")||r(\"iPod\"));function K(a){return(a=a.exec(n))?a[1]:\"\"}(function(){if(ba)return K(/Firefox\\/([0-9.]+)/);if(y||z||x)return C;if(ea)return v()||r(\"iPad\")||r(\"iPod\")?K(/CriOS\\/([0-9.]+)/):K(/Chrome\\/([0-9.]+)/);if(J&&!(v()||r(\"iPad\")||r(\"iPod\")))return K(/Version\\/([0-9.]+)/);if(ca||da){var a=/Version\\/(\\S+).*Mobile\\/(\\S+)/.exec(n);if(a)return a[1]+\".\"+a[2]}else if(I)return(a=K(/Android\\s+([0-9.]+)/))?a:K(/Version\\/([0-9.]+)/);return\"\"})();var L,M=function(){if(!A)return!1;var a=d.Components;if(!a)return!1;try{if(!a.classes)return!1}catch(g){return!1}var b=a.classes,a=a.interfaces,e=b[\"@mozilla.org/xpcom/version-comparator;1\"].getService(a.nsIVersionComparator),c=b[\"@mozilla.org/xre/app-info;1\"].getService(a.nsIXULAppInfo).version;L=function(a){e.compare(c,\"\"+a)};return!0}(),N=y&&!(8<=Number(G)),fa=y&&!(9<=Number(G));I&&M&&L(2.3);I&&M&&L(4);J&&M&&L(6);var ga={SCRIPT:1,STYLE:1,HEAD:1,IFRAME:1,OBJECT:1},O={IMG:\" \",BR:\"\\n\"};function P(a,b,e){if(!(a.nodeName in ga))if(3==a.nodeType)e?b.push(String(a.nodeValue).replace(/(\\r\\n|\\r|\\n)/g,\"\")):b.push(a.nodeValue);else if(a.nodeName in O)b.push(O[a.nodeName]);else for(a=a.firstChild;a;)P(a,b,e),a=a.nextSibling};function Q(a,b){b=b.toLowerCase();return\"style\"==b?ha(a.style.cssText):N&&\"value\"==b&&R(a,\"INPUT\")?a.value:fa&&!0===a[b]?String(a.getAttribute(b)):(a=a.getAttributeNode(b))&&a.specified?a.value:null}var ia=/[;]+(?=(?:(?:[^\"]*\"){2})*[^\"]*$)(?=(?:(?:[^']*'){2})*[^']*$)(?=(?:[^()]*\\([^()]*\\))*[^()]*$)/;\nfunction ha(a){var b=[];t(a.split(ia),function(a){var c=a.indexOf(\":\");0<c&&(a=[a.slice(0,c),a.slice(c+1)],2==a.length&&b.push(a[0].toLowerCase(),\":\",a[1],\";\"))});b=b.join(\"\");return b=\";\"==b.charAt(b.length-1)?b:b+\";\"}function S(a,b){N&&\"value\"==b&&R(a,\"OPTION\")&&null===Q(a,\"value\")?(b=[],P(a,b,!1),a=b.join(\"\")):a=a[b];return a}function R(a,b){b&&\"string\"!==typeof b&&(b=b.toString());return!!a&&1==a.nodeType&&(!b||a.tagName.toUpperCase()==b)}\nfunction T(a){return R(a,\"OPTION\")?!0:R(a,\"INPUT\")?(a=a.type.toLowerCase(),\"checkbox\"==a||\"radio\"==a):!1};var ja={\"class\":\"className\",readonly:\"readOnly\"},U=\"allowfullscreen allowpaymentrequest allowusermedia async autofocus autoplay checked compact complete controls declare default defaultchecked defaultselected defer disabled ended formnovalidate hidden indeterminate iscontenteditable ismap itemscope loop multiple muted nohref nomodule noresize noshade novalidate nowrap open paused playsinline pubdate readonly required reversed scoped seamless seeking selected truespeed typemustmatch willvalidate\".split(\" \");function V(a,b){var e=null,c=b.toLowerCase();if(\"style\"==c)return(e=a.style)&&!f(e)&&(e=e.cssText),e;if((\"selected\"==c||\"checked\"==c)&&T(a)){if(!T(a))throw new h(15,\"Element is not selectable\");b=\"selected\";e=a.type&&a.type.toLowerCase();if(\"checkbox\"==e||\"radio\"==e)b=\"checked\";return S(a,b)?\"true\":null}var g=R(a,\"A\");if(R(a,\"IMG\")&&\"src\"==c||g&&\"href\"==c)return(e=Q(a,c))&&(e=S(a,c)),e;if(\"spellcheck\"==c){e=Q(a,c);if(null!==e){if(\"false\"==e.toLowerCase())return\"false\";if(\"true\"==e.toLowerCase())return\"true\"}return S(a,\nc)+\"\"}g=ja[b]||b;a:if(f(U))c=f(c)&&1==c.length?U.indexOf(c,0):-1;else{for(var u=0;u<U.length;u++)if(u in U&&U[u]===c){c=u;break a}c=-1}if(0<=c)return(e=null!==Q(a,b)||S(a,g))?\"true\":null;try{var k=S(a,g)}catch(ka){}(c=null==k)||(c=typeof k,c=\"object\"==c&&null!=k||\"function\"==c);c?e=Q(a,b):e=k;return null!=e?e.toString():null}var W=[\"_\"],X=d;W[0]in X||!X.execScript||X.execScript(\"var \"+W[0]);\nfor(var Y;W.length&&(Y=W.shift());){var Z;if(Z=!W.length)Z=void 0!==V;Z?X[Y]=V:X[Y]&&X[Y]!==Object.prototype[Y]?X=X[Y]:X=X[Y]={}};; return this._.apply(null,arguments);}.apply({navigator:typeof window!='undefined'?window.navigator:null,document:typeof window!='undefined'?window.document:null}, arguments);}\n).apply(null, arguments);", "args": [{"ELEMENT": "2dc18b09-3d1d-44d4-89b5-984b838e25f9", "element-6066-11e4-a52e-4f735466cecf": "2dc18b09-3d1d-44d4-89b5-984b838e25f9"}, "multiple"]}
DEBUG : 2021-08-26 20:32:55,155 : http://127.0.0.1:50124 "POST /session/7b4af50d3ab7d31f2fb2f595541ac2d3/execute/sync HTTP/1.1" 200 14
DEBUG : 2021-08-26 20:32:55,155 : Finished Request
DEBUG : 2021-08-26 20:32:55,156 : POST http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/2dc18b09-3d1d-44d4-89b5-984b838e25f9/elements {"using": "css selector", "value": "option", "id": "2dc18b09-3d1d-44d4-89b5-984b838e25f9"}
DEBUG : 2021-08-26 20:32:55,171 : http://127.0.0.1:50124 "POST /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/2dc18b09-3d1d-44d4-89b5-984b838e25f9/elements HTTP/1.1" 200 1986
DEBUG : 2021-08-26 20:32:55,171 : Finished Request
DEBUG : 2021-08-26 20:32:55,171 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/33055f68-ff00-4b38-85e8-6b881721ee62/text {"id": "33055f68-ff00-4b38-85e8-6b881721ee62"}
DEBUG : 2021-08-26 20:32:55,189 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/33055f68-ff00-4b38-85e8-6b881721ee62/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,190 : Finished Request
DEBUG : 2021-08-26 20:32:55,190 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/49bcd47f-b931-487f-a025-2da57dbc251c/text {"id": "49bcd47f-b931-487f-a025-2da57dbc251c"}
DEBUG : 2021-08-26 20:32:55,205 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/49bcd47f-b931-487f-a025-2da57dbc251c/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,206 : Finished Request
DEBUG : 2021-08-26 20:32:55,206 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/6bf6605f-de86-4798-8918-0c6cf8fc1a0d/text {"id": "6bf6605f-de86-4798-8918-0c6cf8fc1a0d"}
DEBUG : 2021-08-26 20:32:55,226 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/6bf6605f-de86-4798-8918-0c6cf8fc1a0d/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,226 : Finished Request
DEBUG : 2021-08-26 20:32:55,227 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/c8e565e2-fd15-457a-b53d-d3b753a363a7/text {"id": "c8e565e2-fd15-457a-b53d-d3b753a363a7"}
DEBUG : 2021-08-26 20:32:55,241 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/c8e565e2-fd15-457a-b53d-d3b753a363a7/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,241 : Finished Request
DEBUG : 2021-08-26 20:32:55,242 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/4a32bb10-043c-414b-bfd3-bd04af0f43ba/text {"id": "4a32bb10-043c-414b-bfd3-bd04af0f43ba"}
DEBUG : 2021-08-26 20:32:55,275 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/4a32bb10-043c-414b-bfd3-bd04af0f43ba/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,276 : Finished Request
DEBUG : 2021-08-26 20:32:55,276 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/e3523b1f-09ef-4cf4-926a-b389f9d7f9d7/text {"id": "e3523b1f-09ef-4cf4-926a-b389f9d7f9d7"}
DEBUG : 2021-08-26 20:32:55,290 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/e3523b1f-09ef-4cf4-926a-b389f9d7f9d7/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,291 : Finished Request
DEBUG : 2021-08-26 20:32:55,291 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/c6e65c18-83e8-4d31-a219-726764f6ac94/text {"id": "c6e65c18-83e8-4d31-a219-726764f6ac94"}
DEBUG : 2021-08-26 20:32:55,318 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/c6e65c18-83e8-4d31-a219-726764f6ac94/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,319 : Finished Request
DEBUG : 2021-08-26 20:32:55,319 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/afad1060-8480-435d-87a9-e07d88b353f2/text {"id": "afad1060-8480-435d-87a9-e07d88b353f2"}
DEBUG : 2021-08-26 20:32:55,335 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/afad1060-8480-435d-87a9-e07d88b353f2/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,335 : Finished Request
DEBUG : 2021-08-26 20:32:55,336 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/764a8ea8-5054-47f6-9727-f5d4837376a8/text {"id": "764a8ea8-5054-47f6-9727-f5d4837376a8"}
DEBUG : 2021-08-26 20:32:55,365 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/764a8ea8-5054-47f6-9727-f5d4837376a8/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,366 : Finished Request
DEBUG : 2021-08-26 20:32:55,366 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/851be2b0-f6ed-48e6-af44-e1943333633e/text {"id": "851be2b0-f6ed-48e6-af44-e1943333633e"}
DEBUG : 2021-08-26 20:32:55,401 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/851be2b0-f6ed-48e6-af44-e1943333633e/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,401 : Finished Request
DEBUG : 2021-08-26 20:32:55,402 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/810c92a8-d923-4154-9cfb-e5fca046aa9b/text {"id": "810c92a8-d923-4154-9cfb-e5fca046aa9b"}
DEBUG : 2021-08-26 20:32:55,418 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/810c92a8-d923-4154-9cfb-e5fca046aa9b/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,419 : Finished Request
DEBUG : 2021-08-26 20:32:55,419 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/068e324e-f6f0-4e95-8fca-3fc2efe4203c/text {"id": "068e324e-f6f0-4e95-8fca-3fc2efe4203c"}
DEBUG : 2021-08-26 20:32:55,433 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/068e324e-f6f0-4e95-8fca-3fc2efe4203c/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,433 : Finished Request
DEBUG : 2021-08-26 20:32:55,433 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8febb365-f9e6-421e-af44-0300fb42c241/text {"id": "8febb365-f9e6-421e-af44-0300fb42c241"}
DEBUG : 2021-08-26 20:32:55,447 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8febb365-f9e6-421e-af44-0300fb42c241/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,447 : Finished Request
DEBUG : 2021-08-26 20:32:55,447 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/759839e6-923e-4198-b994-2b2e2d391872/text {"id": "759839e6-923e-4198-b994-2b2e2d391872"}
DEBUG : 2021-08-26 20:32:55,462 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/759839e6-923e-4198-b994-2b2e2d391872/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,462 : Finished Request
DEBUG : 2021-08-26 20:32:55,463 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/32ecde19-2dd7-4d03-a10c-f3b26f308480/text {"id": "32ecde19-2dd7-4d03-a10c-f3b26f308480"}
DEBUG : 2021-08-26 20:32:55,476 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/32ecde19-2dd7-4d03-a10c-f3b26f308480/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,477 : Finished Request
DEBUG : 2021-08-26 20:32:55,477 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/2ec6b47d-07be-4276-9256-2070fa4bbe95/text {"id": "2ec6b47d-07be-4276-9256-2070fa4bbe95"}
DEBUG : 2021-08-26 20:32:55,491 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/2ec6b47d-07be-4276-9256-2070fa4bbe95/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,491 : Finished Request
DEBUG : 2021-08-26 20:32:55,492 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/6eb80e92-64b2-4616-b8d7-c5be0476144c/text {"id": "6eb80e92-64b2-4616-b8d7-c5be0476144c"}
DEBUG : 2021-08-26 20:32:55,507 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/6eb80e92-64b2-4616-b8d7-c5be0476144c/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,508 : Finished Request
DEBUG : 2021-08-26 20:32:55,508 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/b28dca87-b53d-48bf-94d9-dc5847aad051/text {"id": "b28dca87-b53d-48bf-94d9-dc5847aad051"}
DEBUG : 2021-08-26 20:32:55,522 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/b28dca87-b53d-48bf-94d9-dc5847aad051/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,523 : Finished Request
DEBUG : 2021-08-26 20:32:55,523 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8f75762e-a935-4897-97b6-a1614fd4f880/text {"id": "8f75762e-a935-4897-97b6-a1614fd4f880"}
DEBUG : 2021-08-26 20:32:55,538 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8f75762e-a935-4897-97b6-a1614fd4f880/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,539 : Finished Request
DEBUG : 2021-08-26 20:32:55,539 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/53b23420-d8ac-4f51-8b0e-1dc8b3fb9f08/text {"id": "53b23420-d8ac-4f51-8b0e-1dc8b3fb9f08"}
DEBUG : 2021-08-26 20:32:55,554 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/53b23420-d8ac-4f51-8b0e-1dc8b3fb9f08/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,555 : Finished Request
DEBUG : 2021-08-26 20:32:55,555 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/eb73156e-e282-4586-85a8-e3b41bca960a/text {"id": "eb73156e-e282-4586-85a8-e3b41bca960a"}
DEBUG : 2021-08-26 20:32:55,570 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/eb73156e-e282-4586-85a8-e3b41bca960a/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,571 : Finished Request
DEBUG : 2021-08-26 20:32:55,571 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/bd538be5-245d-487e-a082-bfff49779f8f/text {"id": "bd538be5-245d-487e-a082-bfff49779f8f"}
DEBUG : 2021-08-26 20:32:55,588 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/bd538be5-245d-487e-a082-bfff49779f8f/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,589 : Finished Request
DEBUG : 2021-08-26 20:32:55,589 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8ddbff7c-f5ff-48b5-a92d-f97c501c1a36/text {"id": "8ddbff7c-f5ff-48b5-a92d-f97c501c1a36"}
DEBUG : 2021-08-26 20:32:55,606 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/8ddbff7c-f5ff-48b5-a92d-f97c501c1a36/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,606 : Finished Request
DEBUG : 2021-08-26 20:32:55,607 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/21a3ce57-cbe0-4a37-b7c1-1719314a0c16/text {"id": "21a3ce57-cbe0-4a37-b7c1-1719314a0c16"}
DEBUG : 2021-08-26 20:32:55,621 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/21a3ce57-cbe0-4a37-b7c1-1719314a0c16/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,621 : Finished Request
DEBUG : 2021-08-26 20:32:55,621 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/b2c6eea5-4ffc-4b1d-a215-cc90d9102d2d/text {"id": "b2c6eea5-4ffc-4b1d-a215-cc90d9102d2d"}
DEBUG : 2021-08-26 20:32:55,636 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/b2c6eea5-4ffc-4b1d-a215-cc90d9102d2d/text HTTP/1.1" 200 19
DEBUG : 2021-08-26 20:32:55,637 : Finished Request
DEBUG : 2021-08-26 20:32:55,637 : GET http://127.0.0.1:50124/session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/22c7adae-2410-4479-8d98-e2b6e3ac4104/name {"id": "22c7adae-2410-4479-8d98-e2b6e3ac4104"}
DEBUG : 2021-08-26 20:32:55,642 : http://127.0.0.1:50124 "GET /session/7b4af50d3ab7d31f2fb2f595541ac2d3/element/22c7adae-2410-4479-8d98-e2b6e3ac4104/name HTTP/1.1" 200 18
DEBUG : 2021-08-26 20:32:55,642 : Finished Request
