OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Jayson Tatum,4,15:47,56.3,10,88,1,2,0,3,7,42.9,2,3,66.7,2,2,1,Lance Stephenson,2017-18
Stanley Johnson,3,17:38,55.7,4,65,0,0,1,1,7,14.3,0,5,0.0,2,2,1,Lance Stephenson,2017-18
Josh Richardson,4,14:32,50.8,5,76,4,3,0,2,4,50.0,1,2,50.0,0,0,0,Lance Stephenson,2017-18
Michael Kidd-Gilchrist,3,9:03,35.0,4,56,0,0,0,1,2,50.0,0,0,0.0,2,2,0,Lance Stephenson,2017-18
Dwyane Wade,3,8:46,34.9,10,54,5,1,0,4,8,50.0,2,3,66.7,0,0,1,Lance Stephenson,2017-18
Kelly Oubre Jr.,2,9:40,34.7,11,49,0,0,0,3,8,37.5,1,5,20.0,4,4,1,Lance Stephenson,2017-18
Doug McDermott,3,9:16,33.9,6,45,0,4,0,2,2,100.0,2,2,100.0,0,0,0,Lance Stephenson,2017-18
Denzel Valentine,4,7:05,30.1,0,32,3,0,0,0,1,0.0,0,0,0.0,0,0,0,Lance Stephenson,2017-18
Tyler Dorsey,3,7:18,29.1,6,43,0,1,0,2,4,50.0,1,3,33.3,1,1,1,Lance Stephenson,2017-18
LeBron James,4,7:25,28.9,16,44,2,3,0,6,11,54.5,0,3,0.0,4,5,1,Lance Stephenson,2017-18
Jonathon Simmons,3,7:22,28.3,2,28,0,0,1,1,2,50.0,0,0,0.0,0,0,0,Lance Stephenson,2017-18
David Nwaba,3,6:31,27.0,5,40,1,0,0,2,2,100.0,0,0,0.0,1,2,0,Lance Stephenson,2017-18
Julyan Stone,2,6:34,26.1,0,43,2,0,0,0,1,0.0,0,1,0.0,0,0,0,Lance Stephenson,2017-18
CJ Miles,3,6:47,25.9,5,33,0,2,0,1,4,25.0,1,4,25.0,2,2,0,Lance Stephenson,2017-18
Tony Snell,3,6:17,25.9,6,38,0,2,0,1,3,33.3,0,2,0.0,4,4,1,Lance Stephenson,2017-18
Otto Porter Jr.,3,7:09,25.3,7,44,1,0,0,3,5,60.0,1,3,33.3,0,0,0,Lance Stephenson,2017-18
Caris LeVert,3,5:06,24.1,7,42,3,0,0,3,5,60.0,0,0,0.0,1,1,1,Lance Stephenson,2017-18
Andrew Wiggins,2,6:36,23.7,6,38,2,0,0,2,3,66.7,1,1,100.0,1,4,2,Lance Stephenson,2017-18
Evan Turner,2,6:44,23.7,4,48,0,0,0,2,3,66.7,0,1,0.0,0,0,0,Lance Stephenson,2017-18
Taurean Prince,3,6:50,23.6,2,29,1,0,1,1,5,20.0,0,2,0.0,0,0,0,Lance Stephenson,2017-18
Luke Kennard,2,5:53,22.5,8,26,0,1,0,3,4,75.0,2,3,66.7,0,0,0,Lance Stephenson,2017-18
Marcus Smart,3,5:44,22.4,6,33,3,2,0,3,5,60.0,0,1,0.0,0,0,0,Lance Stephenson,2017-18
Norman Powell,3,5:16,21.5,0,29,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Lance Stephenson,2017-18
Paul Zipser,3,6:17,21.2,2,27,0,1,0,1,1,100.0,0,0,0.0,0,0,0,Lance Stephenson,2017-18
Damyean Dotson,2,4:52,20.3,3,27,0,0,0,1,4,25.0,0,2,0.0,1,2,1,Lance Stephenson,2017-18
Wesley Matthews,2,6:04,20.3,5,25,1,1,0,2,3,66.7,0,1,0.0,1,1,1,Lance Stephenson,2017-18
Josh Jackson,2,5:44,20.0,4,37,1,1,1,2,6,33.3,0,2,0.0,0,0,0,Lance Stephenson,2017-18
Jae Crowder,5,4:44,20.0,0,32,1,0,0,0,2,0.0,0,2,0.0,0,0,0,Lance Stephenson,2017-18
Joe Harris,3,5:32,19.3,6,24,0,0,0,2,4,50.0,2,3,66.7,0,0,0,Lance Stephenson,2017-18
Giannis Antetokounmpo,4,5:17,19.3,6,28,0,1,0,3,5,60.0,0,0,0.0,0,0,1,Lance Stephenson,2017-18
Khris Middleton,4,4:35,19.2,7,27,0,1,0,2,6,33.3,1,3,33.3,2,3,1,Lance Stephenson,2017-18
Michael Carter-Williams,2,5:36,18.7,4,50,2,0,0,2,4,50.0,0,1,0.0,0,0,0,Lance Stephenson,2017-18
Trevor Ariza,2,5:26,18.5,3,35,0,1,0,1,1,100.0,1,1,100.0,0,0,0,Lance Stephenson,2017-18
DeAndre' Bembry,2,4:22,18.2,0,22,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Lance Stephenson,2017-18
Ben Simmons,3,4:21,17.8,3,9,2,1,0,0,1,0.0,0,0,0.0,3,6,3,Lance Stephenson,2017-18
Sindarius Thornwell,2,4:27,17.5,0,21,0,0,0,0,0,0.0,0,0,0.0,0,2,1,Lance Stephenson,2017-18
