player_url,player,team,age,height,weight
201166,Aaron Brooks,MIN,33,72,161
203932,Aaron Gordon,ORL,22,81,220
1626151,Aaron Harrison,DAL,23,78,210
1628935,Aaron Jackson,HOU,32,75,183
1627846,Abdel Nader,BOS,24,78,230
203940,Adreian Payne,ORL,27,82,237
201143,Al Horford,BOS,32,82,245
2744,Al Jefferson,IND,33,82,280
202329,Al-Farouq Aminu,POR,27,81,220
1626210,Alan Williams,PHX,25,80,265
202692,Alec Burks,UTA,26,78,214
1628409,Alec Peters,PHX,23,81,235
203518,Alex Abrines,OKC,24,78,190
1627936,Alex Caruso,LAL,24,77,186
203458,Alex Len,PHX,25,85,250
1627816,Alex Poythress,IND,24,81,235
1628035,Alfonzo McKinnie,TOR,25,80,215
203459,Allen Crabbe,BKN,26,78,215
101161,Amir Johnson,PHI,31,81,240
203083,Andre Drummond,DET,24,83,279
2738,Andre Iguodala,GSW,34,78,215
201281,Andre Ingram,LAL,32,75,190
203460,Andre Roberson,OKC,26,79,210
101106,Andrew Bogut,LAL,33,84,260
1626150,Andrew Harrison,MEM,23,78,213
1628510,Andrew White III,ATL,25,79,210
203952,Andrew Wiggins,MIN,23,80,202
1627790,Ante Zizic,CLE,21,83,250
1626148,Anthony Brown,MIN,25,79,224
203076,Anthony Davis,NOP,25,82,253
201229,Anthony Tolliver,DET,33,80,240
1628469,Antonio Blakeney,CHI,21,76,197
1628499,Antonius Cleveland,ATL,24,78,195
203382,Aron Baynes,BOS,31,82,260
201167,Arron Afflalo,ORL,32,77,210
203085,Austin Rivers,LAC,25,76,200
202340,Avery Bradley,LAC,27,74,180
1628389,Bam Adebayo,MIA,20,82,255
203463,Ben McLemore,MEM,25,77,195
1628500,Ben Moore,IND,23,80,220
1627732,Ben Simmons,PHI,21,82,230
202687,Bismack Biyombo,ORL,25,81,255
201933,Blake Griffin,DET,29,82,251
1626246,Boban Marjanovic,LAC,29,87,290
201628,Bobby Brown,HOU,33,74,175
1626171,Bobby Portis,CHI,23,83,248
203992,Bogdan Bogdanovic,SAC,25,78,205
202711,Bojan Bogdanovic,IND,29,80,230
203078,Bradley Beal,WAS,25,77,207
201148,Brandan Wright,HOU,30,82,235
1627742,Brandon Ingram,LAL,20,81,190
201943,Brandon Jennings,MIL,28,73,170
203464,Brandon Paul,SAS,27,76,200
1627362,Briante Weber,MEM,25,74,165
1627744,Brice Johnson,MEM,24,82,230
201572,Brook Lopez,LAL,30,84,268
203998,Bruno Caboclo,SAC,22,81,205
1627854,Bryn Forbes,SAS,24,75,190
1627741,Buddy Hield,SAC,25,76,214
203710,C.J. Williams,LAC,28,77,230
203468,CJ McCollum,POR,26,75,190
101139,CJ Miles,TOR,31,78,225
1628403,Caleb Swanigan,POR,21,80,250
1626166,Cameron Payne,CHI,23,75,185
1627747,Caris LeVert,BKN,23,79,203
2546,Carmelo Anthony,OKC,34,80,240
1626224,Cedi Osman,CLE,23,80,215
202718,Chandler Parsons,MEM,29,82,230
101112,Channing Frye,LAL,35,83,255
1628429,Charles Cooke,NOP,23,77,196
1627767,Cheick Diallo,NOP,21,81,220
1627778,Chinanu Onuaku,HOU,21,82,245
1628449,Chris Boucher,GSW,25,82,200
1626191,Chris McCullough,WAS,23,81,215
101108,Chris Paul,HOU,33,72,175
203991,Clint Capela,HOU,24,82,240
203469,Cody Zeller,CHA,25,84,240
202332,Cole Aldrich,MIN,29,83,253
201147,Corey Brewer,OKC,32,81,186
202709,Cory Joseph,IND,26,75,190
201584,Courtney Lee,NYK,32,77,200
1626245,Cristiano Felicio,CHI,25,81,280
1626156,D'Angelo Russell,BKN,22,77,195
201571,D.J. Augustin,ORL,30,72,183
1628391,D.J. Wilson,MIL,22,82,236
1626177,Dakari Johnson,OKC,22,84,255
1627745,Damian Jones,GSW,23,84,245
203081,Damian Lillard,POR,27,75,195
2863,Damien Wilkins,IND,38,78,217
1627814,Damion Lee,ATL,25,78,210
1628422,Damyean Dotson,NYK,24,77,210
1627772,Daniel Hamilton,OKC,22,79,195
1628464,Daniel Theis,BOS,26,81,243
201568,Danilo Gallinari,LAC,29,82,225
201980,Danny Green,SAS,31,78,215
201967,Dante Cunningham,BKN,31,80,230
203957,Dante Exum,UTA,22,78,190
1627863,Danuel House Jr.,PHX,25,79,220
203967,Dario Saric,PHI,24,82,223
203121,Darius Miller,NOP,28,80,225
201589,Darrell Arthur,DEN,30,81,235
201954,Darren Collison,IND,30,74,185
1626199,Darrun Hilliard,SAS,25,78,220
1628021,David Nwaba,CHI,25,76,209
204065,David Stockton,UTA,27,71,165
2561,David West,GSW,37,81,250
202722,Davis Bertans,SAS,25,82,210
1628432,Davon Reed,PHX,23,78,210
1628368,De'Aaron Fox,SAC,20,75,175
201599,DeAndre Jordan,LAC,29,83,265
202732,DeAndre Liggins,NOP,30,78,209
1627761,DeAndre' Bembry,ATL,23,78,210
201942,DeMar DeRozan,TOR,28,79,220
202326,DeMarcus Cousins,NOP,27,83,270
201960,DeMarre Carroll,BKN,31,80,215
1627749,Dejounte Murray,SAS,21,77,170
1626153,Delon Wright,TOR,26,77,190
1627743,Demetrius Jackson,PHI,23,73,201
203471,Dennis Schroder,ATL,24,73,172
1628372,Dennis Smith Jr.,DAL,20,75,195
1627756,Denzel Valentine,CHI,24,78,214
202324,Derrick Favors,UTA,26,82,265
1627884,Derrick Jones Jr.,MIA,21,79,200
201565,Derrick Rose,MIN,29,75,190
1628476,Derrick Walton,MIA,23,73,185
1628401,Derrick White,SAS,23,76,190
202682,Derrick Williams,LAL,27,80,240
1626164,Devin Booker,PHX,21,78,210
2734,Devin Harris,DEN,35,75,185
1628421,Devin Robinson,WAS,23,80,200
203473,Dewayne Dedmon,ATL,28,84,245
1627738,Deyonta Davis,MEM,21,83,237
1628415,Dillon Brooks,MEM,22,78,220
203079,Dion Waiters,MIA,26,76,215
1717,Dirk Nowitzki,DAL,40,84,245
1627734,Domantas Sabonis,IND,22,82,252
1628378,Donovan Mitchell,UTA,21,75,215
1627827,Dorian Finney-Smith,DAL,25,80,220
203926,Doug McDermott,DAL,26,80,219
1627733,Dragan Bender,PHX,20,85,225
203110,Draymond Green,GSW,28,79,230
1628407,Dwayne Bacon,CHA,22,79,221
202779,Dwight Buycks,DET,29,75,190
2730,Dwight Howard,CHA,32,83,265
203939,Dwight Powell,DAL,26,83,240
2548,Dwyane Wade,MIA,36,76,220
202734,E'Twaun Moore,NOP,29,76,191
202334,Ed Davis,POR,29,82,245
1628410,Edmond Sumner,IND,22,77,188
202327,Ekpe Udoh,UTA,31,82,245
203901,Elfrid Payton,PHX,24,76,185
2731,Emeka Okafor,NOP,35,82,255
1626144,Emmanuel Mudiay,NYK,22,77,200
202683,Enes Kanter,NYK,26,83,245
202339,Eric Bledsoe,MIL,28,73,205
201569,Eric Gordon,HOU,29,76,215
203961,Eric Moreland,DET,26,82,238
1628571,Erik McCree,UTA,24,80,225
101141,Ersan Ilyasova,PHI,31,82,235
203095,Evan Fournier,ORL,25,79,205
202323,Evan Turner,POR,29,79,220
1626163,Frank Kaminsky,CHA,25,84,242
1628412,Frank Mason III,SAC,24,71,190
1628373,Frank Ntilikina,NYK,19,77,190
1627832,Fred VanVleet,TOR,24,72,195
1627788,Furkan Korkmaz,PHI,20,79,190
202066,Garrett Temple,SAC,32,78,195
203914,Gary Harris,DEN,23,76,210
1627780,Gary Payton II,LAL,25,75,190
201588,George Hill,CLE,32,75,188
1627777,Georges Niang,UTA,25,78,231
1627834,Georgios Papagiannis,POR,20,85,240
101123,Gerald Green,HOU,32,79,205
1628492,Gian Clavell,DAL,24,76,185
203507,Giannis Antetokounmpo,MIL,23,83,222
203922,Glenn Robinson III,IND,24,79,215
201609,Goran Dragic,MIA,32,75,190
202330,Gordon Hayward,BOS,28,80,226
203476,Gorgui Dieng,MIN,28,83,251
202328,Greg Monroe,BOS,28,83,265
1627824,Guerschon Yabusele,BOS,22,80,260
203084,Harrison Barnes,DAL,26,80,225
202355,Hassan Whiteside,MIA,29,84,265
1627740,Henry Ellenson,DET,21,83,245
203546,Ian Clark,NOP,27,75,175
101133,Ian Mahinmi,WAS,31,83,262
1628387,Ike Anigbogu,IND,19,82,262
202697,Iman Shumpert,SAC,28,77,220
203477,Isaiah Canaan,PHX,27,72,201
1628439,Isaiah Hicks,NYK,23,81,242
1627819,Isaiah Taylor,ATL,23,75,170
202738,Isaiah Thomas,LAL,29,69,185
1627785,Isaiah Whitehead,BKN,23,76,213
202397,Ish Smith,DET,29,72,175
1628397,Ivan Rabb,MEM,21,82,220
1627826,Ivica Zubac,LAL,21,85,240
200826,J.J. Barea,DAL,34,72,185
200755,JJ Redick,PHI,34,76,200
2747,JR Smith,CLE,32,78,225
203960,JaKarr Sampson,SAC,25,81,207
203210,JaMychal Green,MEM,28,81,227
201580,JaVale McGee,GSW,30,84,270
1628444,Jabari Bird,BOS,23,78,198
203953,Jabari Parker,MIL,23,80,250
204022,Jack Cooley,SAC,27,82,274
1626643,Jacob Pullen,PHI,28,73,200
1628451,Jacob Wiley,BKN,23,80,223
203109,Jae Crowder,UTA,27,78,235
1626143,Jahlil Okafor,BKN,22,83,260
1627774,Jake Layman,POR,24,81,210
1627751,Jakob Poeltl,TOR,22,84,230
1627883,Jalen Jones,DAL,25,79,220
2037,Jamal Crawford,MIN,38,77,185
1627750,Jamal Murray,DEN,21,76,207
1627866,Jameel Warney,DAL,24,80,260
2749,Jameer Nelson,DET,36,72,190
1628503,Jamel Artis,ORL,25,79,213
203516,James Ennis III,DET,27,79,210
201935,James Harden,HOU,28,77,220
201949,James Johnson,MIA,31,80,240
203949,James Michael McAdoo,PHI,25,81,230
1627821,James Webb III,BKN,24,81,202
203923,James Young,PHI,22,78,215
203966,Jamil Wilson,LAC,27,79,229
201162,Jared Dudley,PHX,32,79,240
204067,Jarell Eddie,CHI,26,79,218
1626185,Jarell Martin,MEM,24,82,239
1628386,Jarrett Allen,BKN,20,83,234
101127,Jarrett Jack,NYK,34,75,200
201160,Jason Smith,WAS,32,84,240
1891,Jason Terry,MIL,40,74,185
1628393,Jawun Evans,LAC,21,72,190
1627759,Jaylen Brown,BOS,21,79,225
1628537,Jaylen Morris,ATL,22,77,185
1628369,Jayson Tatum,BOS,20,80,205
201145,Jeff Green,CLE,31,81,235
201952,Jeff Teague,MIN,30,74,189
203481,Jeff Withey,DAL,28,84,230
203924,Jerami Grant,OKC,24,81,220
202379,Jeremy Evans,ATL,30,81,200
203087,Jeremy Lamb,CHA,26,77,185
202391,Jeremy Lin,BKN,29,75,200
1626170,Jerian Grant,CHI,25,76,198
201573,Jerryd Bayless,PHI,29,75,200
202710,Jimmy Butler,MIN,28,80,236
201149,Joakim Noah,NYK,33,83,230
201975,Jodie Meeks,WAS,30,76,210
203925,Joe Harris,BKN,26,78,219
204060,Joe Ingles,UTA,30,80,226
2207,Joe Johnson,HOU,37,79,240
1626202,Joe Young,IND,26,74,185
1627762,Joel Bolomboy,MIL,24,81,235
203954,Joel Embiid,PHI,24,84,250
203530,Joffrey Lauvergne,SAS,26,83,260
1628381,John Collins,ATL,20,82,235
203089,John Henson,MIL,27,83,229
204066,John Holland,CLE,29,77,205
202322,John Wall,WAS,27,76,210
1628405,Johnathan Motley,DAL,23,82,230
203948,Johnny O'Bryant III,CHA,25,81,257
202720,Jon Leuer,DET,29,82,228
201973,Jonas Jerebko,UTA,31,82,231
202685,Jonas Valanciunas,TOR,26,84,255
1626780,Jonathan Gibson,BOS,30,74,185
1628371,Jonathan Isaac,ORL,20,82,210
203613,Jonathon Simmons,ORL,28,78,195
1628395,Jordan Bell,GSW,23,81,224
203903,Jordan Clarkson,CLE,26,77,194
202348,Jordan Crawford,NOP,29,77,195
1626175,Jordan Mickey,MIA,23,80,235
101181,Jose Calderon,CLE,36,75,200
1628404,Josh Hart,LAL,23,77,215
203962,Josh Huestis,OKC,26,79,230
1628367,Josh Jackson,PHX,21,80,200
203705,Josh Magette,ATL,28,73,160
201177,Josh McRoberts,DAL,31,82,240
1626196,Josh Richardson,MIA,24,78,200
2746,Josh Smith,NOP,32,81,225
1627982,Joshia Grey,PHX,24,73,180
201950,Jrue Holiday,NOP,28,76,205
1627823,Juancho Hernangomez,DEN,22,81,230
203944,Julius Randle,LAL,23,81,250
202933,Julyan Stone,CHA,29,78,200
1626147,Justin Anderson,PHI,24,78,230
203200,Justin Holiday,CHI,29,78,185
1628382,Justin Jackson,SAC,23,80,210
1628383,Justin Patton,MIN,21,84,236
1626159,Justise Winslow,MIA,22,79,225
203994,Jusuf Nurkic,POR,23,84,280
1628443,Kadeem Allen,BOS,25,75,200
1626157,Karl-Anthony Towns,MIN,22,84,248
202695,Kawhi Leonard,SAS,27,79,230
1627770,Kay Felder,DET,23,69,176
203482,Kelly Olynyk,MIA,27,84,245
1626162,Kelly Oubre Jr.,WAS,22,79,205
202689,Kemba Walker,CHA,28,73,184
2570,Kendrick Perkins,CLE,33,82,270
202702,Kenneth Faried,DEN,28,80,228
203145,Kent Bazemore,ATL,28,77,201
203484,Kentavious Caldwell-Pope,LAL,25,77,205
201142,Kevin Durant,GSW,29,81,240
201567,Kevin Love,CLE,29,82,251
1626172,Kevon Looney,GSW,22,81,220
203920,Khem Birch,ORL,25,81,220
203114,Khris Middleton,MIL,26,80,234
202691,Klay Thompson,GSW,28,79,215
1628424,Kobi Simmons,MEM,20,76,170
201585,Kosta Koufos,SAC,29,84,265
1627739,Kris Dunn,CHI,24,76,210
204001,Kristaps Porzingis,NYK,22,87,240
203937,Kyle Anderson,SAS,24,81,230
1627858,Kyle Collinsworth,DAL,26,78,210
2594,Kyle Korver,CLE,37,79,212
1628398,Kyle Kuzma,LAL,22,81,220
200768,Kyle Lowry,TOR,32,72,205
203124,Kyle O'Quinn,NYK,28,82,250
202713,Kyle Singler,OKC,30,80,228
202681,Kyrie Irving,BOS,26,75,193
200746,LaMarcus Aldridge,SAS,32,83,260
202362,Lance Stephenson,IND,27,78,230
202498,Lance Thomas,NYK,30,80,235
204038,Langston Galloway,DET,26,74,200
203580,Larry Drew II,NOP,28,74,180
1626204,Larry Nance Jr.,CLE,25,81,230
1628374,Lauri Markkanen,CHI,21,84,230
2544,LeBron James,CLE,33,80,250
1628506,London Perrantes,CLE,23,74,190
1628366,Lonzo Ball,LAL,20,78,190
