player_url,player,team,age,height,weight
203485,Lorenzo Brown,TOR,27,77,189
101150,Lou Williams,LAC,31,73,175
201601,Luc Mbah a Moute,HOU,31,80,230
203512,Lucas Nogueira,TOR,25,84,220
1626242,Luis Montero,DET,25,79,200
202337,Luke Babbitt,MIA,29,81,225
1628379,Luke Kennard,DET,22,77,200
1628436,Luke Kornet,NYK,22,85,250
2736,Luol Deng,LAL,33,81,220
1627781,Malachi Richardson,TOR,22,78,205
1627763,Malcolm Brogdon,MIL,25,77,215
1627098,Malcolm Delaney,ATL,29,75,190
1626259,Malcolm Miller,TOR,25,79,210
1627736,Malik Beasley,DEN,21,77,196
1628370,Malik Monk,CHA,20,75,200
1628493,Mangok Mathiang,CHA,25,82,230
1938,Manu Ginobili,SAS,40,78,205
202705,MarShon Brooks,MEM,29,77,200
201188,Marc Gasol,MEM,33,85,255
101162,Marcin Gortat,WAS,34,83,240
201158,Marco Belinelli,PHI,32,77,210
1627875,Marcus Georges-Hunt,MIN,24,77,226
202694,Marcus Morris Sr.,BOS,28,81,235
1627779,Marcus Paige,CHA,24,72,164
203935,Marcus Smart,BOS,24,76,220
201596,Mario Chalmers,MEM,32,74,190
1626209,Mario Hezonja,ORL,23,80,218
203900,Markel Brown,HOU,26,75,190
1628365,Markelle Fultz,PHI,20,76,200
202693,Markieff Morris,WAS,28,82,245
1627737,Marquese Chriss,PHX,20,82,240
203104,Marquis Teague,MEM,25,74,189
201578,Marreese Speights,ORL,30,82,255
1627850,Marshall Plumlee,MIL,25,84,250
101107,Marvin Williams,CHA,32,81,237
203486,Mason Plumlee,DEN,28,83,255
1627856,Matt Costello,SAS,24,82,240
1628475,Matt Williams Jr.,MIA,24,77,210
203521,Matthew Dellavedova,MIL,27,76,198
203090,Maurice Harkless,POR,25,81,220
1628467,Maxi Kleber,DAL,26,83,220
203086,Meyers Leonard,POR,26,85,255
201563,Michael Beasley,NYK,29,81,235
203487,Michael Carter-Williams,CHA,26,78,190
203077,Michael Kidd-Gilchrist,CHA,24,79,232
201144,Mike Conley,MEM,30,73,175
1628455,Mike James,NOP,27,73,195
203488,Mike Muscala,ATL,26,83,240
203118,Mike Scott,WAS,29,80,237
203101,Miles Plumlee,ATL,29,83,249
1628462,Milos Teodosic,LAC,31,77,196
1628495,Milton Doyle,BKN,24,76,180
1627851,Mindaugas Kuzminskas,NYK,28,81,215
203141,Mirza Teletovic,MIL,32,81,242
1628420,Monte Morris,DEN,23,75,175
1626149,Montrezl Harrell,LAC,24,80,240
1627988,Myke Henry,MEM,25,78,210
1626167,Myles Turner,IND,22,83,255
203489,Nate Wolters,UTA,27,76,190
1628513,Naz Mitrou-Long,UTA,24,76,218
202357,Nemanja Bjelica,MIN,30,82,230
2403,Nene,HOU,35,83,250
203457,Nerlens Noel,DAL,24,83,220
2555,Nick Collison,OKC,37,82,255
201156,Nick Young,GSW,33,79,210
201587,Nicolas Batum,CHA,29,80,200
1627852,Nicolas Brussino,ATL,25,80,195
1628502,Nigel Hayes,SAC,23,79,254
203917,Nik Stauskas,BKN,24,78,205
203999,Nikola Jokic,DEN,23,82,250
202703,Nikola Mirotic,NOP,27,82,238
202696,Nikola Vucevic,ORL,27,84,260
203943,Noah Vonleh,CHI,22,81,245
1626181,Norman Powell,TOR,25,76,215
1628384,OG Anunoby,TOR,20,80,235
1627855,Okaro White,CLE,25,80,215
204179,Omari Johnson,MEM,29,81,220
201600,Omer Asik,CHI,31,84,255
201956,Omri Casspi,GSW,30,81,225
203490,Otto Porter Jr.,WAS,25,80,198
200782,P.J. Tucker,HOU,33,78,245
1628408,PJ Dozier,OKC,21,78,205
1627783,Pascal Siakam,TOR,24,81,230
1626192,Pat Connaughton,POR,25,77,210
201976,Patrick Beverley,LAC,29,73,185
1627775,Patrick McCaw,GSW,22,79,185
202335,Patrick Patterson,OKC,29,81,230
201988,Patty Mills,SAS,29,72,185
2200,Pau Gasol,SAS,37,84,250
202331,Paul George,OKC,28,81,220
200794,Paul Millsap,DEN,33,80,246
1627835,Paul Zipser,CHI,24,80,226
203112,Quincy Acy,BKN,27,79,240
202347,Quincy Pondexter,CHI,30,79,225
1626188,Quinn Cook,GSW,25,74,179
1626154,RJ Hunter,HOU,24,77,185
200765,Rajon Rondo,NOP,32,73,186
201196,Ramon Sessions,WAS,32,75,190
1626173,Rashad Vaughn,ORL,21,78,202
203526,Raul Neto,UTA,26,73,179
101109,Raymond Felton,OKC,34,73,205
203493,Reggie Bullock,DET,27,79,205
203687,Reggie Hearn,DET,26,77,210
202704,Reggie Jackson,DET,28,75,208
2210,Richard Jefferson,DEN,38,79,233
1626158,Richaun Holmes,PHI,24,82,235
201937,Ricky Rubio,UTA,27,76,190
203496,Robert Covington,PHI,27,81,225
201577,Robin Lopez,CHI,30,84,277
203918,Rodney Hood,CLE,25,80,206
203585,Rodney McGruder,MIA,26,76,200
1628681,Rodney Purvis,ORL,24,76,205
1627758,Ron Baker,NYK,25,76,220
1626178,Rondae Hollis-Jefferson,BKN,23,79,214
1626220,Royce O'Neale,UTA,25,78,226
200752,Rudy Gay,SAS,31,80,230
203497,Rudy Gobert,UTA,26,85,245
201566,Russell Westbrook,OKC,29,75,200
201583,Ryan Anderson,HOU,30,82,240
1627853,Ryan Arcidiacono,CHI,24,75,195
1626257,Salah Mejri,DAL,32,86,235
1626155,Sam Dekker,LAC,24,81,230
203816,Scotty Hopson,DAL,28,79,204
203930,Sean Kilpatrick,CHI,28,76,212
1628400,Semi Ojeleye,BOS,23,79,235
201586,Serge Ibaka,TOR,28,82,235
203498,Shabazz Muhammad,MIL,25,78,221
203894,Shabazz Napier,POR,26,73,175
203499,Shane Larkin,BOS,25,71,175
1627885,Shaquille Harrison,PHX,24,76,190
2733,Shaun Livingston,GSW,32,79,192
202714,Shelvin Mack,ORL,28,75,203
1628414,Sindarius Thornwell,LAC,23,77,215
1627746,Skal Labissiere,SAC,22,83,225
203524,Solomon Hill,NOP,27,79,225
203915,Spencer Dinwiddie,BKN,25,78,200
1626169,Stanley Johnson,DET,22,79,245
201939,Stephen Curry,GSW,30,75,190
1628425,Sterling Brown,MIL,23,78,230
203500,Steven Adams,OKC,24,84,255
1628388,T.J. Leaf,IND,21,82,230
204456,T.J. McConnell,PHI,26,74,190
203933,T.J. Warren,PHX,24,80,215
201959,Taj Gibson,MIN,33,81,235
204028,Tarik Black,HOU,26,81,250
1627752,Taurean Prince,ATL,24,80,220
1628390,Terrance Ferguson,OKC,20,79,184
203082,Terrence Ross,ORL,27,79,206
1626179,Terry Rozier,BOS,24,74,190
200757,Thabo Sefolosha,UTA,34,79,220
201152,Thaddeus Young,IND,30,80,230
1628418,Thomas Bryant,LAL,20,82,248
1627748,Thon Maker,MIL,21,85,223
204025,Tim Frazier,WAS,27,73,170
203501,Tim Hardaway Jr.,NYK,26,78,205
1627817,Tim Quarterman,HOU,23,78,190
202389,Timofey Mozgov,BKN,31,85,275
1627789,Timothe Luwawu-Cabarrot,PHI,23,78,200
202699,Tobias Harris,LAC,25,81,235
203107,Tomas Satoransky,WAS,26,79,210
2754,Tony Allen,NOP,36,76,213
1628396,Tony Bradley,UTA,20,82,248
2225,Tony Parker,SAS,36,74,185
203503,Tony Snell,MIL,26,79,221
1628470,Torrey Craig,DEN,27,78,215
204037,Travis Wear,LAL,27,82,225
1626203,Treveon Graham,CHA,24,77,219
2772,Trevor Ariza,HOU,33,80,215
202344,Trevor Booker,IND,30,80,228
203504,Trey Burke,NYK,25,73,191
1626168,Trey Lyles,DEN,22,82,234
203590,Trey McKinney-Jones,IND,27,77,220
202684,Tristan Thompson,CLE,27,81,238
203584,Troy Daniels,PHX,26,76,205
1627786,Troy Williams,NYK,23,79,218
1628463,Tyler Cavanaugh,ATL,24,81,238
1628416,Tyler Dorsey,ATL,22,77,183
203898,Tyler Ennis,LAL,23,75,194
204020,Tyler Johnson,MIA,26,76,190
1628399,Tyler Lydon,DEN,22,81,220
1627755,Tyler Ulis,PHX,22,70,160
203092,Tyler Zeller,MIL,28,84,250
201936,Tyreke Evans,MEM,28,78,220
1627820,Tyrone Wallace,LAC,24,77,198
2199,Tyson Chandler,PHX,35,85,240
1626145,Tyus Jones,MIN,22,74,184
2617,Udonis Haslem,MIA,38,80,235
203505,Vander Blue,LAL,25,77,200
203506,Victor Oladipo,IND,26,76,210
1713,Vince Carter,SAC,41,78,220
1626205,Vincent Hunter,MEM,23,80,208
1627735,Wade Baldwin IV,POR,22,76,202
1627215,Walt Lemon Jr.,NOP,25,75,180
201961,Wayne Ellington,MIA,30,77,200
1627782,Wayne Selden,MEM,23,77,230
1628411,Wes Iwundu,ORL,23,79,195
202325,Wesley Johnson,LAC,30,79,215
202083,Wesley Matthews,DAL,31,77,220
203115,Will Barton,DEN,27,78,190
1626161,Willie Cauley-Stein,SAC,24,84,240
203186,Willie Reed,DET,28,83,245
1626195,Willy Hernangomez,CHA,24,83,240
201163,Wilson Chandler,DEN,31,81,225
204098,Xavier Munford,MIL,26,76,173
1628504,Xavier Rathan-Mayes,MEM,24,76,208
202918,Xavier Silas,BOS,30,77,205
1627812,Yogi Ferrell,DAL,25,72,180
1628380,Zach Collins,POR,20,84,230
203897,Zach LaVine,CHI,23,77,185
2216,Zach Randolph,SAC,36,81,250
2585,Zaza Pachulia,GSW,34,83,270
1627753,Zhou Qi,HOU,22,85,210
