OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
J.J. Barea,4,15:58,56.8,16,74,7,3,0,6,12,50.0,2,6,33.3,2,2,0,Raymond Felton,2017-18
Tyus Jones,4,11:14,37.2,1,31,2,2,0,0,2,0.0,0,0,0.0,1,2,1,Raymond Felton,2017-18
Mario Chalmers,4,9:37,34.0,10,41,3,1,0,4,8,50.0,0,3,0.0,2,2,1,Raymond Felton,2017-18
Jawun Evans,3,8:13,31.5,2,48,2,0,0,1,2,50.0,0,0,0.0,0,0,0,Raymond Felton,2017-18
Ricky Rubio,4,8:13,27.9,0,21,3,1,0,0,2,0.0,0,2,0.0,0,0,0,Raymond Felton,2017-18
Jordan Clarkson,4,7:41,27.1,7,23,0,1,0,3,5,60.0,1,3,33.3,0,0,0,Raymond Felton,2017-18
Matthew Dellavedova,2,8:46,26.6,3,21,4,0,0,1,4,25.0,1,2,50.0,0,0,0,Raymond Felton,2017-18
Josh Hart,4,7:28,25.8,0,32,0,2,0,0,2,0.0,0,2,0.0,0,0,0,Raymond Felton,2017-18
CJ McCollum,4,7:28,23.6,5,27,2,2,0,2,5,40.0,1,3,33.3,0,0,0,Raymond Felton,2017-18
Andrew Harrison,3,7:36,22.7,5,17,3,1,0,2,8,25.0,1,3,33.3,0,0,0,Raymond Felton,2017-18
Emmanuel Mudiay,2,6:33,22.6,7,23,4,1,0,2,5,40.0,1,3,33.3,2,2,1,Raymond Felton,2017-18
Cory Joseph,2,6:05,22.4,7,28,1,0,0,3,6,50.0,1,4,25.0,0,0,0,Raymond Felton,2017-18
Alex Caruso,4,5:32,22.1,3,24,3,1,0,1,3,33.3,1,1,100.0,0,0,0,Raymond Felton,2017-18
Shaun Livingston,3,6:19,21.7,6,34,3,0,0,2,3,66.7,0,0,0.0,2,2,1,Raymond Felton,2017-18
Ish Smith,2,5:55,21.7,4,40,4,0,0,2,3,66.7,0,0,0.0,0,0,0,Raymond Felton,2017-18
Ian Clark,2,5:25,21.5,3,22,2,2,0,1,2,50.0,1,1,100.0,0,0,0,Raymond Felton,2017-18
Shabazz Napier,3,6:37,21.1,5,33,0,1,0,1,2,50.0,1,2,50.0,2,2,1,Raymond Felton,2017-18
De'Aaron Fox,3,4:32,19.8,4,21,4,1,0,1,3,33.3,0,1,0.0,2,2,1,Raymond Felton,2017-18
Frank Mason III,2,5:38,18.9,6,21,3,2,1,2,5,40.0,0,0,0.0,2,2,0,Raymond Felton,2017-18
Kris Dunn,2,4:55,16.9,2,20,2,1,0,1,2,50.0,0,1,0.0,0,0,0,Raymond Felton,2017-18
Michael Carter-Williams,2,4:28,16.8,1,19,3,2,0,0,1,0.0,0,1,0.0,1,2,1,Raymond Felton,2017-18
Jerian Grant,2,4:39,16.8,2,10,0,2,0,0,1,0.0,0,1,0.0,2,2,0,Raymond Felton,2017-18
Dejounte Murray,4,4:11,16.4,0,19,2,0,0,0,1,0.0,0,0,0.0,0,0,0,Raymond Felton,2017-18
Damian Lillard,3,5:02,15.9,4,15,1,0,0,1,4,25.0,0,1,0.0,2,2,0,Raymond Felton,2017-18
Jeff Teague,4,3:54,15.2,4,21,3,2,0,0,0,0.0,0,0,0.0,4,4,1,Raymond Felton,2017-18
Yogi Ferrell,4,4:11,15.2,5,27,2,0,1,2,3,66.7,1,1,100.0,0,0,0,Raymond Felton,2017-18
Chris Paul,2,4:11,14.9,9,24,3,0,0,2,2,100.0,1,1,100.0,4,4,0,Raymond Felton,2017-18
Rajon Rondo,3,4:05,14.7,2,15,1,1,0,1,3,33.3,0,2,0.0,0,0,0,Raymond Felton,2017-18
Isaiah Taylor,2,4:00,14.4,4,12,2,0,0,1,7,14.3,0,3,0.0,2,2,1,Raymond Felton,2017-18
Delon Wright,2,3:43,13.9,2,20,2,0,0,1,2,50.0,0,1,0.0,0,0,0,Raymond Felton,2017-18
