OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Draymond Green,2,8:47,36.5,9,44,5,3,0,4,13,30.8,1,9,11.1,0,0,0,Davis Bertans,2017-18
Dragan Bender,4,8:32,34.7,0,32,1,2,0,0,1,0.0,0,0,0.0,0,0,0,Davis Bertans,2017-18
Jae Crowder,3,7:32,29.3,11,46,0,0,0,4,8,50.0,3,5,60.0,0,0,0,Davis Bertans,2017-18
Trey Lyles,4,6:39,26.7,4,46,0,1,0,2,6,33.3,0,1,0.0,0,0,0,Davis Bertans,2017-18
Wilson Chandler,3,7:37,25.5,6,38,3,0,0,3,9,33.3,0,3,0.0,0,0,0,Davis Bertans,2017-18
Derrick Favors,4,7:38,24.7,2,36,0,0,0,0,4,0.0,0,2,0.0,2,2,1,Davis Bertans,2017-18
Willie Cauley-Stein,3,6:08,23.8,11,26,0,1,1,5,6,83.3,0,0,0.0,1,2,2,Davis Bertans,2017-18
Jonas Jerebko,4,6:14,20.1,6,19,0,0,1,1,3,33.3,1,2,50.0,3,4,1,Davis Bertans,2017-18
Patrick Patterson,4,5:58,19.0,0,24,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Davis Bertans,2017-18
Quincy Acy,2,5:12,18.8,0,14,0,2,0,0,5,0.0,0,5,0.0,0,0,0,Davis Bertans,2017-18
Kyle Kuzma,2,5:32,18.7,2,26,1,1,0,0,3,0.0,0,2,0.0,2,2,1,Davis Bertans,2017-18
Darius Miller,4,3:58,18.0,3,26,1,0,0,1,1,100.0,1,1,100.0,0,0,0,Davis Bertans,2017-18
P.J. Tucker,3,4:53,17.8,0,25,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Davis Bertans,2017-18
Julius Randle,3,4:22,17.7,4,16,1,0,0,2,8,25.0,0,0,0.0,0,0,1,Davis Bertans,2017-18
Marquese Chriss,3,4:24,16.8,9,23,1,1,0,3,4,75.0,0,0,0.0,3,3,1,Davis Bertans,2017-18
Carmelo Anthony,4,4:44,16.7,2,14,0,0,1,1,3,33.3,0,0,0.0,0,1,0,Davis Bertans,2017-18
Zach Collins,2,4:20,15.8,2,29,0,0,0,1,3,33.3,0,2,0.0,0,0,0,Davis Bertans,2017-18
Jerami Grant,4,4:20,15.5,9,15,0,0,2,2,5,40.0,1,1,100.0,4,6,3,Davis Bertans,2017-18
Dirk Nowitzki,4,4:38,14.9,8,20,0,0,0,3,3,100.0,2,2,100.0,0,0,0,Davis Bertans,2017-18
Trevor Booker,2,4:10,14.1,2,19,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Davis Bertans,2017-18
JaMychal Green,2,4:31,14.0,4,18,1,0,0,2,2,100.0,0,0,0.0,0,0,0,Davis Bertans,2017-18
