OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Dwight Howard,1,7:53,31.2,18,52,1,2,0,8,9,88.9,0,0,0.0,2,5,3,Emeka Okafor,2017-18
Julius Randle,2,7:04,26.8,6,47,1,0,2,3,9,33.3,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Derrick Favors,2,7:32,24.9,4,45,3,1,0,2,2,100.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
DeAndre Jordan,1,5:34,21.1,4,27,0,1,0,2,5,40.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Marcin Gortat,1,5:36,19.0,6,22,1,2,1,2,4,50.0,0,0,0.0,2,2,1,Emeka Okafor,2017-18
Hassan Whiteside,1,4:55,18.6,4,22,0,2,2,2,4,50.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Zach Randolph,1,4:56,17.5,10,19,0,0,0,4,8,50.0,0,1,0.0,2,2,1,Emeka Okafor,2017-18
Alex Len,2,4:29,15.7,0,25,1,1,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Brook Lopez,2,3:23,15.5,8,19,0,0,0,3,3,100.0,2,2,100.0,0,0,0,Emeka Okafor,2017-18
Jusuf Nurkic,1,4:03,15.4,6,17,0,0,0,3,6,50.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Steven Adams,1,3:18,13.4,4,16,0,1,0,2,2,100.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Andre Drummond,1,3:18,13.4,1,24,0,0,0,0,1,0.0,0,0,0.0,1,2,1,Emeka Okafor,2017-18
John Henson,1,2:51,12.1,7,14,0,0,0,3,4,75.0,0,0,0.0,1,1,1,Emeka Okafor,2017-18
Pau Gasol,1,2:23,11.3,4,11,0,0,0,1,2,50.0,0,1,0.0,2,2,1,Emeka Okafor,2017-18
Marquese Chriss,2,2:17,10.4,4,15,0,0,0,1,1,100.0,1,1,100.0,1,2,1,Emeka Okafor,2017-18
Myles Turner,1,2:25,9.2,2,10,0,0,0,1,4,25.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Joel Embiid,1,2:04,7.8,2,9,0,1,0,1,3,33.3,0,1,0.0,0,0,0,Emeka Okafor,2017-18
Richaun Holmes,1,1:56,7.1,0,5,1,1,0,0,2,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Aron Baynes,1,2:10,7.1,0,7,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
LaMarcus Aldridge,2,1:52,6.7,6,9,0,0,0,3,4,75.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Tarik Black,1,2:08,6.6,0,14,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Greg Monroe,1,2:02,6.4,6,10,1,0,0,3,4,75.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Ivica Zubac,2,1:16,5.7,4,8,1,0,1,2,3,66.7,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Clint Capela,1,1:14,5.7,2,10,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Amir Johnson,1,1:24,5.3,0,3,1,2,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Dwight Powell,1,1:34,5.2,2,8,1,0,0,1,1,100.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Montrezl Harrell,2,1:13,5.0,2,10,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Deyonta Davis,1,0:41,4.2,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Markieff Morris,1,0:55,4.1,2,8,1,0,0,1,2,50.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
P.J. Tucker,1,1:11,4.1,0,8,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Tyler Zeller,1,0:37,3.3,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
Rudy Gobert,1,0:53,3.1,0,5,0,0,1,0,2,0.0,0,0,0.0,0,0,0,Emeka Okafor,2017-18
