OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Eric Gordon,4,9:48,39.0,17,70,1,0,0,5,8,62.5,5,8,62.5,2,2,1,Ian Clark,2017-18
Wayne Ellington,2,10:25,36.4,6,37,0,0,0,1,9,11.1,1,8,12.5,3,3,1,Ian Clark,2017-18
CJ McCollum,4,9:31,34.9,2,47,3,0,1,1,7,14.3,0,3,0.0,0,0,0,Ian Clark,2017-18
Yogi Ferrell,4,9:02,33.0,7,40,0,1,0,3,7,42.9,1,4,25.0,0,0,0,Ian Clark,2017-18
Garrett Temple,4,8:31,29.8,9,44,1,0,0,2,3,66.7,1,2,50.0,4,4,1,Ian Clark,2017-18
Bryn Forbes,4,7:03,28.8,0,25,0,0,1,0,3,0.0,0,2,0.0,0,0,0,Ian Clark,2017-18
Raymond Felton,2,7:10,27.2,2,35,3,0,0,1,6,16.7,0,0,0.0,0,0,0,Ian Clark,2017-18
Patty Mills,3,7:58,27.1,0,26,0,0,0,0,4,0.0,0,3,0.0,0,0,0,Ian Clark,2017-18
Damian Lillard,4,6:46,26.9,9,34,5,1,0,3,7,42.9,0,3,0.0,3,4,2,Ian Clark,2017-18
Mario Chalmers,2,7:50,26.3,6,31,1,0,2,2,4,50.0,0,1,0.0,2,2,0,Ian Clark,2017-18
George Hill,3,7:19,25.1,4,29,0,1,0,2,4,50.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Doug McDermott,4,5:44,24.1,0,38,1,1,0,0,2,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Terry Rozier,2,6:48,24.1,7,35,0,0,1,3,9,33.3,1,5,20.0,0,0,0,Ian Clark,2017-18
Jamal Crawford,4,6:15,23.7,5,29,1,2,0,0,0,0.0,0,0,0.0,5,6,2,Ian Clark,2017-18
De'Aaron Fox,3,6:44,23.1,6,41,3,0,0,2,7,28.6,1,2,50.0,1,2,2,Ian Clark,2017-18
Jeremy Lamb,2,5:53,21.9,4,27,1,1,0,1,4,25.0,0,0,0.0,2,2,1,Ian Clark,2017-18
Cory Joseph,2,6:22,21.9,4,24,0,0,0,2,5,40.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Jordan Clarkson,2,6:10,20.6,12,29,2,2,0,5,8,62.5,2,4,50.0,0,0,0,Ian Clark,2017-18
Josh Hart,2,5:04,20.5,4,32,0,0,0,1,1,100.0,0,0,0.0,2,3,2,Ian Clark,2017-18
Tony Parker,3,4:52,20.5,9,39,2,1,0,4,7,57.1,0,0,0.0,1,2,0,Ian Clark,2017-18
Tyrone Wallace,2,5:32,19.8,4,23,3,1,0,0,3,0.0,0,0,0.0,4,4,0,Ian Clark,2017-18
Chris Paul,3,5:43,18.9,6,30,5,0,0,3,7,42.9,0,2,0.0,0,0,0,Ian Clark,2017-18
Austin Rivers,2,4:43,18.1,5,18,0,1,0,2,3,66.7,1,2,50.0,0,0,0,Ian Clark,2017-18
Bogdan Bogdanovic,4,4:50,18.0,0,22,2,0,0,0,1,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
JJ Redick,2,4:19,17.9,8,22,2,1,0,3,5,60.0,0,2,0.0,2,2,1,Ian Clark,2017-18
Shane Larkin,2,4:58,17.6,3,25,0,0,0,1,3,33.3,1,3,33.3,0,0,0,Ian Clark,2017-18
Royce O'Neale,3,5:02,17.4,2,27,0,0,0,1,2,50.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Milos Teodosic,2,4:20,17.2,4,21,2,2,0,2,3,66.7,0,0,0.0,0,0,0,Ian Clark,2017-18
Buddy Hield,4,4:29,16.7,2,25,1,0,0,1,2,50.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Lou Williams,3,4:17,16.4,7,28,2,1,2,3,5,60.0,1,1,100.0,0,0,0,Ian Clark,2017-18
Tyus Jones,4,4:28,16.2,0,27,0,1,1,0,2,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Pat Connaughton,3,4:54,15.3,0,27,0,0,0,0,3,0.0,0,3,0.0,0,0,0,Ian Clark,2017-18
Danny Green,3,4:01,15.3,3,24,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Ian Clark,2017-18
Tomas Satoransky,2,4:02,15.0,0,12,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Frank Ntilikina,2,4:14,14.6,2,10,0,2,0,1,2,50.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Sindarius Thornwell,4,3:24,14.3,0,17,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Isaiah Thomas,2,2:41,14.1,0,21,0,2,0,0,1,0.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Jason Terry,1,3:28,14.0,0,22,0,0,0,0,3,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Jeff Teague,2,4:16,13.9,0,14,3,1,0,0,2,0.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Evan Turner,3,4:13,13.8,0,12,0,0,0,0,4,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Ricky Rubio,4,3:38,13.3,4,28,1,0,0,1,1,100.0,0,0,0.0,2,2,0,Ian Clark,2017-18
Josh Richardson,2,3:24,13.3,0,23,0,0,0,0,3,0.0,0,2,0.0,0,0,0,Ian Clark,2017-18
Dillon Brooks,4,4:01,13.0,5,16,0,1,0,1,2,50.0,1,2,50.0,2,2,1,Ian Clark,2017-18
Malcolm Delaney,2,4:06,13.0,2,13,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Ian Clark,2017-18
J.J. Barea,4,2:49,12.8,5,17,2,0,0,2,3,66.7,1,1,100.0,0,0,0,Ian Clark,2017-18
Marco Belinelli,2,3:06,12.7,0,16,1,0,0,0,2,0.0,0,2,0.0,0,0,0,Ian Clark,2017-18
Frank Mason III,2,3:05,12.2,6,21,2,0,0,1,1,100.0,0,0,0.0,4,4,2,Ian Clark,2017-18
Jameer Nelson,1,3:41,12.2,3,23,3,1,0,1,2,50.0,1,2,50.0,0,0,0,Ian Clark,2017-18
Dejounte Murray,4,2:51,12.1,5,17,1,0,0,2,2,100.0,0,0,0.0,1,1,1,Ian Clark,2017-18
Bradley Beal,2,3:23,11.9,4,7,1,0,0,0,1,0.0,0,0,0.0,4,5,2,Ian Clark,2017-18
Courtney Lee,2,3:17,11.9,2,10,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Kelly Oubre Jr.,2,2:55,11.7,2,20,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Gerald Green,1,2:46,11.5,0,17,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Raul Neto,2,4:04,11.5,3,19,0,0,0,1,1,100.0,1,1,100.0,0,0,0,Ian Clark,2017-18
Shabazz Napier,4,2:33,11.4,0,10,0,2,1,0,2,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Lonzo Ball,2,2:43,11.2,1,14,2,2,0,0,2,0.0,0,2,0.0,1,2,1,Ian Clark,2017-18
Wesley Johnson,3,3:07,10.9,0,20,1,0,0,0,1,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Marcus Smart,1,2:26,10.8,2,14,2,0,0,1,4,25.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Donovan Mitchell,2,2:40,10.4,7,14,0,0,0,2,4,50.0,1,3,33.3,2,2,0,Ian Clark,2017-18
Jerryd Bayless,2,2:35,9.9,0,15,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Stephen Curry,2,2:35,9.9,3,14,0,0,0,1,3,33.3,1,2,50.0,0,0,0,Ian Clark,2017-18
Nick Young,2,2:24,9.9,0,8,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
P.J. Tucker,4,2:31,9.8,3,20,0,0,1,1,3,33.3,1,2,50.0,0,0,0,Ian Clark,2017-18
Josh Jackson,2,2:14,9.7,2,14,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Ian Clark,2017-18
Tyler Johnson,2,3:01,9.5,4,12,0,0,0,2,2,100.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Abdel Nader,1,2:15,9.4,0,16,0,0,0,0,0,0.0,0,0,0.0,0,3,1,Ian Clark,2017-18
Dennis Schroder,2,2:23,9.4,5,14,2,0,0,1,1,100.0,0,0,0.0,3,3,2,Ian Clark,2017-18
Allen Crabbe,2,2:10,9.3,0,10,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
Kentavious Caldwell-Pope,3,2:07,9.2,0,15,1,1,0,0,1,0.0,0,1,0.0,0,0,0,Ian Clark,2017-18
Wes Iwundu,1,1:46,9.2,1,15,0,0,0,0,0,0.0,0,0,0.0,1,2,1,Ian Clark,2017-18
Trevor Ariza,4,2:07,9.2,0,23,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Ian Clark,2017-18
