OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Andre Drummond,3,11:34,40.1,18,71,3,4,0,7,13,53.8,0,0,0.0,4,6,3,Kelly Olynyk,2017-18
Frank Kaminsky,4,10:31,38.4,20,60,1,2,0,5,13,38.5,2,8,25.0,8,8,4,Kelly Olynyk,2017-18
Bobby Portis,3,8:35,36.3,9,45,2,1,0,3,9,33.3,1,3,33.3,2,2,1,Kelly Olynyk,2017-18
Mario Hezonja,3,8:32,33.2,14,38,1,0,0,7,12,58.3,0,5,0.0,0,0,0,Kelly Olynyk,2017-18
Domantas Sabonis,3,8:32,32.5,10,33,2,4,0,5,9,55.6,0,0,0.0,0,1,2,Kelly Olynyk,2017-18
Trevor Booker,2,8:45,30.6,6,38,2,0,1,3,6,50.0,0,0,0.0,0,0,0,Kelly Olynyk,2017-18
Al Horford,3,8:38,30.1,5,26,2,3,1,2,9,22.2,0,1,0.0,1,3,2,Kelly Olynyk,2017-18
Kristaps Porzingis,1,7:59,29.9,8,31,1,2,0,3,6,50.0,0,1,0.0,2,2,1,Kelly Olynyk,2017-18
Aaron Gordon,2,7:14,28.7,19,49,0,0,0,8,12,66.7,3,5,60.0,0,0,0,Kelly Olynyk,2017-18
Rondae Hollis-Jefferson,3,6:41,28.0,8,46,1,1,0,3,5,60.0,0,0,0.0,2,2,1,Kelly Olynyk,2017-18
Daniel Theis,3,7:26,27.8,8,28,1,2,0,4,5,80.0,0,0,0.0,0,0,0,Kelly Olynyk,2017-18
Mason Plumlee,2,7:14,27.7,2,46,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Kelly Olynyk,2017-18
Kosta Koufos,2,8:06,27.4,8,41,1,0,0,4,4,100.0,0,0,0.0,0,0,0,Kelly Olynyk,2017-18
Anthony Tolliver,4,7:04,27.3,12,40,2,1,0,4,6,66.7,4,6,66.7,0,0,0,Kelly Olynyk,2017-18
Dante Cunningham,2,7:41,26.9,5,40,1,0,0,2,3,66.7,1,2,50.0,0,0,0,Kelly Olynyk,2017-18
Kyle O'Quinn,4,7:25,26.9,9,38,2,4,0,4,6,66.7,0,0,0.0,1,1,1,Kelly Olynyk,2017-18
Ersan Ilyasova,2,7:05,25.9,4,25,0,0,0,2,7,28.6,0,5,0.0,0,0,0,Kelly Olynyk,2017-18
Nikola Jokic,2,6:37,24.4,9,27,0,4,0,3,8,37.5,3,5,60.0,0,0,0,Kelly Olynyk,2017-18
Dwight Howard,4,6:37,24.3,12,32,0,1,0,4,5,80.0,0,0,0.0,4,4,3,Kelly Olynyk,2017-18
