OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Eric Bledsoe,1,5:40,21.3,5,22,0,0,0,1,5,20.0,1,5,20.0,2,2,1,Matthew Dellavedova,2020-21
Devonte' Graham,2,5:25,19.1,2,21,2,0,0,1,2,50.0,0,1,0.0,0,0,0,Matthew Dellavedova,2020-21
Saben Lee,1,3:16,14.2,0,20,2,3,0,0,1,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Ty Jerome,1,3:25,14.0,10,20,1,0,0,4,7,57.1,2,3,66.7,0,0,0,Matthew Dellavedova,2020-21
Tomas Satoransky,2,3:19,11.8,5,23,1,1,0,2,2,100.0,1,1,100.0,0,0,0,Matthew Dellavedova,2020-21
Patty Mills,1,2:23,10.3,0,3,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Ish Smith,1,2:29,9.3,0,8,1,0,1,0,3,0.0,0,1,0.0,0,0,0,Matthew Dellavedova,2020-21
Terry Rozier,2,2:13,7.9,0,8,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Coby White,1,1:44,7.5,0,4,2,0,0,0,0,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Shake Milton,1,2:05,7.0,7,13,0,0,0,3,3,100.0,1,1,100.0,0,0,0,Matthew Dellavedova,2020-21
Kira Lewis Jr.,1,1:49,6.7,2,6,0,0,0,1,2,50.0,0,1,0.0,0,0,1,Matthew Dellavedova,2020-21
Zion Williamson,1,1:07,4.7,1,0,0,1,0,0,0,0.0,0,0,0.0,1,2,1,Matthew Dellavedova,2020-21
Keldon Johnson,1,1:16,4.7,2,7,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Goran Dragic,1,1:01,4.7,0,6,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Tyrese Maxey,1,1:06,4.6,0,5,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Matthew Dellavedova,2020-21
Jimmy Butler,1,1:16,4.5,2,5,1,0,0,1,3,33.3,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Stephen Curry,1,1:07,4.2,0,5,2,1,0,0,2,0.0,0,2,0.0,0,0,0,Matthew Dellavedova,2020-21
Naji Marshall,1,0:58,4.0,2,6,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Raul Neto,1,1:05,3.9,2,8,1,0,0,1,2,50.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Jordan Poole,1,1:07,3.9,0,3,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Matthew Dellavedova,2020-21
Javonte Green,1,1:02,3.7,2,2,0,0,0,0,0,0.0,0,0,0.0,2,2,1,Matthew Dellavedova,2020-21
Theo Maledon,1,0:47,3.6,0,0,0,0,0,0,2,0.0,0,1,0.0,0,0,0,Matthew Dellavedova,2020-21
Brandon Ingram,1,0:57,3.5,2,3,0,2,0,0,0,0.0,0,0,0.0,2,2,1,Matthew Dellavedova,2020-21
