OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Bojan Bogdanovic,3,15:29,61.7,8,86,2,0,3,3,11,27.3,2,6,33.3,0,0,0,Kyle Anderson,2020-21
Robert Covington,3,14:48,57.4,5,77,2,1,1,1,8,12.5,1,7,14.3,2,2,0,Kyle Anderson,2020-21
Pascal Siakam,2,13:12,46.6,15,54,4,2,0,7,14,50.0,1,3,33.3,0,1,1,Kyle Anderson,2020-21
Marcus Morris Sr.,3,11:30,42.9,11,44,2,3,2,4,13,30.8,2,4,50.0,1,2,0,Kyle Anderson,2020-21
Julius Randle,2,12:18,42.9,18,64,8,1,0,5,13,38.5,3,3,100.0,5,6,3,Kyle Anderson,2020-21
Kyle Kuzma,3,10:10,38.8,6,59,0,1,0,3,6,50.0,0,2,0.0,0,0,0,Kyle Anderson,2020-21
Moritz Wagner,3,10:52,38.1,16,42,0,0,1,5,11,45.5,2,5,40.0,4,4,2,Kyle Anderson,2020-21
Aaron Gordon,2,9:30,36.2,5,40,2,1,0,2,6,33.3,1,4,25.0,0,0,0,Kyle Anderson,2020-21
Andrew Wiggins,3,8:30,33.3,8,47,1,1,1,3,11,27.3,2,2,100.0,0,0,1,Kyle Anderson,2020-21
Ben Simmons,2,8:47,33.2,4,55,12,1,8,2,9,22.2,0,0,0.0,0,2,0,Kyle Anderson,2020-21
Kawhi Leonard,2,8:45,32.5,13,37,4,3,0,5,12,41.7,1,3,33.3,2,2,1,Kyle Anderson,2020-21
Solomon Hill,2,8:35,32.2,3,41,1,0,0,1,3,33.3,1,3,33.3,0,0,0,Kyle Anderson,2020-21
Brandon Ingram,2,9:35,32.2,21,58,2,0,1,8,14,57.1,5,8,62.5,0,0,0,Kyle Anderson,2020-21
Keldon Johnson,3,7:44,31.9,11,42,2,1,1,3,8,37.5,0,4,0.0,5,8,4,Kyle Anderson,2020-21
