OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Maxi Kleber,2,18:20,66.3,9,93,0,1,0,3,12,25.0,3,10,30.0,0,0,0,Zion Williamson,2020-21
Paul Millsap,3,17:59,64.0,12,106,3,0,0,5,14,35.7,1,6,16.7,1,1,1,Zion Williamson,2020-21
Julius Randle,2,16:24,60.9,28,88,2,3,1,10,28,35.7,2,8,25.0,6,6,2,Zion Williamson,2020-21
Royce O'Neale,3,14:46,54.2,6,73,1,1,0,2,5,40.0,2,5,40.0,0,0,0,Zion Williamson,2020-21
Marvin Bagley III,2,13:41,51.3,18,73,0,1,2,8,18,44.4,0,5,0.0,2,2,1,Zion Williamson,2020-21
Keldon Johnson,2,13:40,51.0,13,54,1,0,0,4,9,44.4,3,6,50.0,2,4,1,Zion Williamson,2020-21
Derrick Jones Jr.,3,13:53,50.6,12,62,2,1,1,5,13,38.5,2,8,25.0,0,0,0,Zion Williamson,2020-21
Patrick Williams,2,13:21,50.0,11,63,0,1,0,5,7,71.4,1,2,50.0,0,0,0,Zion Williamson,2020-21
Jarred Vanderbilt,3,12:14,49.5,4,60,2,0,1,2,5,40.0,0,0,0.0,0,0,0,Zion Williamson,2020-21
Darius Bazley,3,12:16,43.3,16,55,0,1,0,7,18,38.9,2,8,25.0,0,0,0,Zion Williamson,2020-21
Brook Lopez,2,9:29,43.0,9,58,0,0,0,4,7,57.1,1,4,25.0,0,1,2,Zion Williamson,2020-21
Carmelo Anthony,3,11:55,41.9,8,52,3,0,0,3,8,37.5,2,2,100.0,0,0,0,Zion Williamson,2020-21
Cameron Johnson,3,11:02,40.6,11,44,1,0,0,4,16,25.0,3,13,23.1,0,0,0,Zion Williamson,2020-21
Markieff Morris,2,9:01,36.4,12,43,0,1,0,5,10,50.0,1,6,16.7,1,2,2,Zion Williamson,2020-21
Jaden McDaniels,3,8:38,33.0,8,60,0,0,0,3,4,75.0,2,2,100.0,0,0,0,Zion Williamson,2020-21
Daniel Theis,1,8:53,32.8,2,36,1,1,1,1,5,20.0,0,1,0.0,0,0,0,Zion Williamson,2020-21
Myles Turner,2,8:34,30.9,9,35,0,1,0,3,8,37.5,1,6,16.7,2,2,1,Zion Williamson,2020-21
Georges Niang,3,8:01,30.9,12,56,2,0,0,4,9,44.4,4,8,50.0,0,0,0,Zion Williamson,2020-21
Kyle Anderson,2,7:30,30.0,13,46,0,0,0,5,9,55.6,3,5,60.0,0,0,0,Zion Williamson,2020-21
Maurice Harkless,2,6:40,29.7,3,24,2,0,0,1,4,25.0,0,3,0.0,1,2,2,Zion Williamson,2020-21
Trey Lyles,2,7:58,29.2,3,30,0,1,0,1,2,50.0,1,2,50.0,0,0,0,Zion Williamson,2020-21
Jae Crowder,3,7:31,29.1,14,40,3,1,0,5,9,55.6,4,7,57.1,0,0,0,Zion Williamson,2020-21
OG Anunoby,2,6:41,29.0,3,27,2,2,1,1,8,12.5,1,7,14.3,0,0,0,Zion Williamson,2020-21
Harrison Barnes,3,6:43,29.0,12,39,2,1,0,4,7,57.1,4,7,57.1,0,0,1,Zion Williamson,2020-21
