OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Bradley Beal,3,12:48,54.8,11,74,4,1,0,4,14,28.6,1,5,20.0,2,2,2,Zach LaVine,2020-21
Shai Gilgeous-Alexander,2,11:16,44.2,2,37,4,2,0,1,5,20.0,0,1,0.0,0,0,0,Zach LaVine,2020-21
Reggie Bullock,2,11:22,43.8,2,55,0,0,0,1,6,16.7,0,3,0.0,0,0,0,Zach LaVine,2020-21
Evan Fournier,2,10:47,41.4,18,55,3,1,0,5,6,83.3,3,3,100.0,5,5,1,Zach LaVine,2020-21
Justin Holiday,3,9:10,41.0,4,45,0,0,0,1,7,14.3,1,7,14.3,1,2,0,Zach LaVine,2020-21
Jamal Murray,2,10:28,39.2,10,59,2,1,0,4,8,50.0,2,2,100.0,0,0,0,Zach LaVine,2020-21
Derrick White,2,8:25,33.5,6,45,6,0,0,2,7,28.6,2,6,33.3,0,0,0,Zach LaVine,2020-21
Josh Okogie,2,8:14,32.5,2,46,0,1,0,1,1,100.0,0,0,0.0,0,0,0,Zach LaVine,2020-21
Anthony Edwards,2,7:57,32.5,11,44,1,1,0,4,9,44.4,2,4,50.0,1,1,0,Zach LaVine,2020-21
Victor Oladipo,2,7:11,32.2,18,55,4,0,0,6,9,66.7,4,5,80.0,2,3,1,Zach LaVine,2020-21
Wesley Matthews,2,8:42,31.6,5,36,0,0,0,1,4,25.0,1,4,25.0,2,2,1,Zach LaVine,2020-21
Will Barton,2,8:51,31.2,10,48,2,0,0,3,6,50.0,2,5,40.0,2,2,0,Zach LaVine,2020-21
Danny Green,2,7:58,29.5,1,53,0,0,0,0,3,0.0,0,3,0.0,1,3,1,Zach LaVine,2020-21
Gary Trent Jr.,2,7:32,29.4,10,56,1,0,0,4,7,57.1,2,4,50.0,0,0,0,Zach LaVine,2020-21
De'Aaron Fox,2,7:01,28.9,7,34,2,1,0,2,10,20.0,1,3,33.3,2,2,1,Zach LaVine,2020-21
Kyrie Irving,2,7:44,28.6,9,49,7,0,0,4,8,50.0,1,2,50.0,0,0,1,Zach LaVine,2020-21
Matisse Thybulle,2,7:27,28.2,0,40,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Zach LaVine,2020-21
Jerami Grant,2,7:13,28.1,10,23,0,2,0,4,12,33.3,0,4,0.0,2,2,0,Zach LaVine,2020-21
Deni Avdija,3,7:16,27.0,3,29,2,1,0,1,3,33.3,1,3,33.3,0,0,0,Zach LaVine,2020-21
Dwayne Bacon,3,7:07,26.6,7,25,0,0,0,2,5,40.0,1,1,100.0,2,2,1,Zach LaVine,2020-21
Eric Bledsoe,2,6:52,26.4,8,45,2,0,0,3,6,50.0,1,4,25.0,1,2,0,Zach LaVine,2020-21
Terry Rozier,2,6:39,25.6,5,37,0,1,0,2,8,25.0,1,3,33.3,0,0,0,Zach LaVine,2020-21
Jayson Tatum,2,5:53,24.9,9,44,1,1,0,4,6,66.7,1,2,50.0,0,0,0,Zach LaVine,2020-21
Frank Jackson,2,5:56,23.4,0,15,0,2,0,0,3,0.0,0,1,0.0,0,0,0,Zach LaVine,2020-21
Saddiq Bey,3,6:44,23.0,6,35,1,0,1,2,7,28.6,2,6,33.3,0,0,0,Zach LaVine,2020-21
Nicolas Batum,2,6:11,22.2,0,40,3,0,0,0,1,0.0,0,1,0.0,0,0,0,Zach LaVine,2020-21
