OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Luke Kennard,2,8:43,30.0,13,42,0,0,1,4,6,66.7,3,4,75.0,2,2,0,Dylan Windler,2020-21
R.J. Hampton,2,4:45,16.8,4,17,1,1,1,2,5,40.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Sterling Brown,2,3:52,15.6,0,11,1,0,0,0,2,0.0,0,2,0.0,0,0,0,Dylan Windler,2020-21
Kyle Kuzma,1,3:10,11.5,2,15,0,0,0,1,2,50.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Mike Muscala,1,2:53,11.4,2,18,1,1,0,1,2,50.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Doug McDermott,1,2:20,10.1,2,14,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Facundo Campazzo,2,2:27,10.1,3,17,2,0,0,1,2,50.0,1,2,50.0,0,0,0,Dylan Windler,2020-21
Jevon Carter,1,2:49,9.9,0,13,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Bryn Forbes,2,2:41,9.8,0,14,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Derrick Rose,1,2:32,9.7,7,15,0,1,0,3,4,75.0,1,1,100.0,0,0,0,Dylan Windler,2020-21
Nassir Little,1,2:40,9.6,2,11,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Alex Caruso,2,2:00,9.2,0,4,0,0,0,0,2,0.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Jake Layman,2,2:24,9.0,4,13,0,0,0,2,2,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Victor Oladipo,2,2:11,9.0,7,12,0,0,0,3,6,50.0,1,2,50.0,0,1,1,Dylan Windler,2020-21
Furkan Korkmaz,1,2:36,8.6,5,11,0,0,0,2,4,50.0,1,3,33.3,0,0,0,Dylan Windler,2020-21
Torrey Craig,2,2:07,8.4,0,11,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Will Barton,1,2:08,8.2,2,18,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Dylan Windler,2020-21
D.J. Augustin,2,1:58,8.1,3,11,0,0,0,1,3,33.3,1,2,50.0,0,0,0,Dylan Windler,2020-21
Solomon Hill,2,2:17,8.1,0,12,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Skylar Mays,2,2:22,8.0,0,5,0,0,0,0,2,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Austin Rivers,1,2:41,8.0,6,16,1,0,0,3,4,75.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Jae'Sean Tate,2,2:01,7.8,2,5,0,1,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Tony Snell,2,2:41,7.7,2,6,0,0,0,1,2,50.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Edmond Sumner,1,1:32,7.3,4,11,0,2,0,2,2,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Monte Morris,2,1:37,6.8,0,19,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Rodney Hood,1,1:43,6.6,2,8,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Jayson Tatum,1,1:41,6.4,2,7,0,0,0,1,4,25.0,0,3,0.0,0,0,0,Dylan Windler,2020-21
Danny Green,1,1:27,6.4,0,5,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Daniel Theis,2,1:28,6.3,0,10,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Dylan Windler,2020-21
Bogdan Bogdanovic,1,1:53,6.3,0,1,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Eric Gordon,1,1:19,6.1,2,8,0,0,0,0,2,0.0,0,1,0.0,2,2,1,Dylan Windler,2020-21
Aaron Nesmith,1,1:47,6.0,0,8,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Josh Hart,1,1:38,5.9,2,8,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Mike Scott,1,1:15,5.9,3,5,0,0,0,1,1,100.0,1,1,100.0,0,0,0,Dylan Windler,2020-21
Saddiq Bey,1,1:32,5.8,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
T.J. McConnell,1,1:29,5.7,2,2,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Dylan Windler,2020-21
Gary Trent Jr.,1,1:26,5.5,7,8,0,0,0,2,2,100.0,1,1,100.0,2,2,1,Dylan Windler,2020-21
