OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Goga Bitadze,3,9:07,39.4,14,64,2,0,0,5,7,71.4,2,2,100.0,2,2,1,Bobby Portis,2020-21
Dwight Howard,3,9:42,36.7,6,28,1,1,0,2,4,50.0,0,0,0.0,2,2,1,Bobby Portis,2020-21
Robin Lopez,3,7:28,33.3,7,40,1,1,0,3,3,100.0,0,0,0.0,1,2,1,Bobby Portis,2020-21
Jarrett Allen,2,7:59,29.8,2,20,0,1,0,0,1,0.0,0,0,0.0,2,2,1,Bobby Portis,2020-21
Isaiah Stewart,3,6:40,29.1,3,32,0,1,0,1,5,20.0,0,1,0.0,1,2,1,Bobby Portis,2020-21
Onyeka Okongwu,3,7:29,28.8,8,30,0,0,0,4,5,80.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Bam Adebayo,3,7:07,28.1,8,50,4,4,0,4,6,66.7,0,0,0.0,0,0,0,Bobby Portis,2020-21
Mo Bamba,2,7:05,27.6,18,23,0,1,0,6,9,66.7,4,6,66.7,2,2,1,Bobby Portis,2020-21
Chris Boucher,3,6:19,27.3,5,35,1,0,0,2,9,22.2,1,5,20.0,0,0,0,Bobby Portis,2020-21
Larry Nance Jr.,2,7:19,27.3,3,34,0,0,0,1,4,25.0,1,3,33.3,0,0,0,Bobby Portis,2020-21
Daniel Theis,3,5:40,24.8,4,43,1,0,0,2,4,50.0,0,0,0.0,0,1,2,Bobby Portis,2020-21
Steven Adams,2,6:06,24.2,3,30,1,0,0,1,2,50.0,0,0,0.0,1,2,1,Bobby Portis,2020-21
Aron Baynes,3,6:25,23.7,6,30,1,1,0,3,5,60.0,0,1,0.0,0,1,1,Bobby Portis,2020-21
Domantas Sabonis,3,5:19,23.6,8,30,5,0,0,4,8,50.0,0,3,0.0,0,0,0,Bobby Portis,2020-21
Mike Muscala,2,6:16,22.7,8,25,0,0,0,3,9,33.3,2,7,28.6,0,0,0,Bobby Portis,2020-21
Wendell Carter Jr.,3,5:41,21.9,5,25,1,0,1,2,5,40.0,1,1,100.0,0,0,0,Bobby Portis,2020-21
Naz Reid,2,4:42,21.4,5,17,0,1,0,2,6,33.3,1,5,20.0,0,0,0,Bobby Portis,2020-21
Nikola Jokic,2,5:57,21.2,14,32,8,0,0,6,9,66.7,2,2,100.0,0,0,0,Bobby Portis,2020-21
Rudy Gobert,2,5:28,21.0,0,30,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Precious Achiuwa,3,5:25,20.7,4,23,0,3,1,2,6,33.3,0,0,0.0,0,2,1,Bobby Portis,2020-21
Enes Kanter,2,4:56,19.9,2,19,0,1,0,1,6,16.7,0,0,0.0,0,0,0,Bobby Portis,2020-21
Kelly Olynyk,4,4:22,19.6,6,34,3,0,0,1,3,33.3,1,2,50.0,3,3,0,Bobby Portis,2020-21
John Collins,2,4:38,19.1,11,31,0,1,0,5,6,83.3,1,1,100.0,0,0,0,Bobby Portis,2020-21
Drew Eubanks,2,5:27,18.9,8,32,0,0,0,3,3,100.0,1,1,100.0,1,1,1,Bobby Portis,2020-21
Julius Randle,2,4:50,18.7,5,19,2,1,0,0,6,0.0,0,2,0.0,5,6,2,Bobby Portis,2020-21
Andre Drummond,3,4:43,18.3,12,34,3,2,0,4,6,66.7,0,1,0.0,4,4,2,Bobby Portis,2020-21
Jahlil Okafor,3,5:02,18.1,2,17,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Bobby Portis,2020-21
Kristaps Porzingis,2,4:43,17.6,3,39,2,1,0,1,2,50.0,1,1,100.0,0,0,0,Bobby Portis,2020-21
Kevon Looney,2,4:53,17.5,2,21,1,0,0,1,1,100.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Blake Griffin,3,4:10,17.0,5,31,2,2,0,0,2,0.0,0,2,0.0,5,6,1,Bobby Portis,2020-21
Mitchell Robinson,1,4:41,16.8,0,23,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Xavier Tillman Sr.,2,4:02,16.0,2,28,1,0,0,1,2,50.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Chimezie Metu,1,3:50,15.3,6,20,0,0,0,3,4,75.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Miles Bridges,3,3:56,15.2,7,20,1,0,0,2,5,40.0,1,2,50.0,2,2,1,Bobby Portis,2020-21
Cody Zeller,2,4:10,15.2,4,26,3,0,0,2,4,50.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Robert Williams III,2,3:54,14.9,0,23,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Deandre Ayton,2,3:47,14.6,2,13,0,0,0,0,2,0.0,0,0,0.0,2,2,1,Bobby Portis,2020-21
Draymond Green,1,3:14,13.7,0,10,2,0,0,0,3,0.0,0,3,0.0,0,0,0,Bobby Portis,2020-21
Montrezl Harrell,1,3:37,13.6,4,18,0,0,0,1,3,33.3,0,0,0.0,2,2,1,Bobby Portis,2020-21
Derrick Favors,2,3:23,13.6,2,18,0,1,0,1,1,100.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Willy Hernangomez,1,3:31,13.2,0,15,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Clint Capela,2,3:53,12.9,4,17,0,0,0,2,3,66.7,0,0,0.0,0,0,0,Bobby Portis,2020-21
Nikola Vucevic,2,3:42,12.9,8,14,1,0,1,3,10,30.0,0,2,0.0,2,2,0,Bobby Portis,2020-21
Isaiah Roby,2,3:18,12.5,0,11,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
P.J. Washington,3,2:58,12.1,2,16,1,0,0,0,0,0.0,0,0,0.0,2,2,1,Bobby Portis,2020-21
Mason Plumlee,3,3:13,12.0,2,23,3,0,0,1,3,33.3,0,0,0.0,0,0,0,Bobby Portis,2020-21
James Wiseman,2,2:47,12.0,5,16,0,0,0,2,6,33.3,1,1,100.0,0,0,0,Bobby Portis,2020-21
Mike Scott,3,3:10,11.5,3,21,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Bobby Portis,2020-21
Karl-Anthony Towns,1,2:41,10.9,6,14,1,2,1,3,5,60.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Thaddeus Young,2,2:44,10.9,2,7,0,0,0,0,3,0.0,0,0,0.0,2,4,2,Bobby Portis,2020-21
Jarred Vanderbilt,1,2:25,10.7,4,19,0,0,0,2,3,66.7,0,0,0.0,0,2,1,Bobby Portis,2020-21
Dewayne Dedmon,1,2:49,10.7,3,16,0,0,0,1,2,50.0,1,1,100.0,0,0,0,Bobby Portis,2020-21
Donta Hall,1,2:13,10.6,0,9,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Bobby Portis,2020-21
Maxi Kleber,1,2:22,10.5,3,9,0,1,0,1,2,50.0,1,1,100.0,0,0,0,Bobby Portis,2020-21
