player,season,POSS,adj_usg_rank,Big Freq%,Wing Freq%,Forward Freq%,Guard Freq%,score,versatility_score_rank,height,weight,adj_usg_rank_guard,adj_usg_rank_wing,adj_usg_rank_forward,adj_usg_rank_big
Domantas Sabonis,2019-20,2886.4,0.6011342155009451,0.4148073725055432,0.14104074279379158,0.3633592017738358,0.08079268292682926,1.211978917724086,0.4045368620037807,80.43576773835919,236.02279656319288,0.8384030418250951,0.34724857685009486,0.5916824196597353,0.6469465648854962
Donovan Mitchell,2019-20,3241.6,0.6975425330812854,0.06712734452122408,0.41081564659427444,0.21171643632773937,0.3103405725567621,1.2382042649084273,0.5727788279773157,77.04183119447188,207.9335821816387,0.49049429657794674,0.6527514231499051,0.7429111531190926,0.8721374045801527
Donta Hall,2019-20,180.6,0.1720226843100189,0.39811738648947953,0.17940199335548174,0.32336655592469543,0.09911406423034332,1.2686761256839887,0.7599243856332704,80.2591362126246,233.14285714285714,0.24334600760456274,0.1935483870967742,0.045368620037807186,0.799618320610687
Donte DiVincenzo,2019-20,2123.1,0.7051039697542533,0.05623851914653101,0.36875323818943995,0.2137911544439734,0.3612170882200554,1.2269878847304454,0.48582230623818523,76.73731807262963,206.0230323583439,0.45627376425855515,0.7419354838709677,0.6710775047258979,0.5763358778625954
Dorian Finney-Smith,2019-20,2826.9,0.998109640831758,0.12847996038062895,0.30485691039654744,0.3818670628603769,0.18479606636244647,1.3050275489772019,0.9300567107750473,78.2863207046588,217.54370511868126,0.9942965779467681,0.9962049335863378,0.9773156899810964,0.9293893129770993
Doug McDermott,2019-20,1859.0,0.15500945179584122,0.07245831091984939,0.4870360408821947,0.3164066702528242,0.12409897794513176,1.1632187501516078,0.21172022684310018,77.92969338353953,213.79107046799353,0.25475285171102663,0.1555977229601518,0.23251417769376181,0.18893129770992367
Dragan Bender,2019-20,397.1,0.28166351606805295,0.4500125912868295,0.13850415512465372,0.3127675648451272,0.0987156887433896,1.2248341336834996,0.4763705103969754,80.4117350793251,230.22185847393604,0.19391634980988592,0.6907020872865275,0.46313799621928164,0.16984732824427481
Draymond Green,2019-20,1705.9,0.8052930056710775,0.2667799988275984,0.23195966938273058,0.36573069933759317,0.1355296324520781,1.329780243731974,0.9810964083175804,79.2923969752037,224.8418430154171,0.8193916349809885,0.7552182163187856,0.8657844990548205,0.6622137404580153
Drew Eubanks,2019-20,363.6,0.45179584120982985,0.48652365236523654,0.14163916391639164,0.2733773377337733,0.09845984598459846,1.2097396426740343,0.3931947069943289,80.57563256325632,237.3732123212321,0.19771863117870722,0.07210626185958255,0.14933837429111532,0.9580152671755725
Duncan Robinson,2019-20,2929.9,0.44234404536862004,0.0720843714802553,0.4090241987781153,0.35680398648418044,0.16208744325744912,1.2174844244575027,0.43478260869565216,77.90026963377589,212.92907607768186,0.35551330798479086,0.4174573055028463,0.555765595463138,0.8358778625954199
Dwayne Bacon,2019-20,925.6,0.6294896030245747,0.07454624027657737,0.42847882454624037,0.331028522039758,0.1659464131374244,1.2203125509233579,0.4499054820415879,77.85079948141747,211.60641745894557,0.30038022813688214,0.7267552182163188,0.7693761814744802,0.26717557251908397
Dwight Howard,2019-20,1766.9,0.3383742911153119,0.48140811590921945,0.1328881091176637,0.2909049748146471,0.09479880015846963,1.2022730452417034,0.3440453686200378,80.69958684702019,235.1940121116079,0.688212927756654,0.6261859582542695,0.30434782608695654,0.2480916030534351
Dwight Powell,2019-20,1381.5,0.8393194706994329,0.40528411147303656,0.19515019905899386,0.32623959464350344,0.07332609482446614,1.2415297870041428,0.5916824196597353,80.25305826999639,234.6793340571842,0.7034220532319392,0.8007590132827325,0.8034026465028355,0.9370229007633588
Dzanan Musa,2019-20,688.2,0.14366729678638943,0.07802964254577156,0.36123219994187733,0.3167683812845103,0.2439697762278407,1.2747695591123176,0.8015122873345936,77.6476315024702,212.01598372566113,0.2376425855513308,0.14990512333965844,0.10775047258979206,0.13549618320610687
E'Twaun Moore,2019-20,1442.9,0.48582230623818523,0.050592556656732963,0.36087046919398436,0.22974565111927367,0.35879132303000905,1.2240502125481774,0.4725897920604915,76.69152401413818,206.22579527340773,0.4049429657794677,0.40037950664136623,0.4706994328922495,0.37404580152671757
Ed Davis,2019-20,412.6,0.29678638941398866,0.49733397964129905,0.09840038778477943,0.30586524478914195,0.09840038778477944,1.1656399317876796,0.21739130434782608,80.83155598642753,235.0925836160931,0.6634980988593155,0.4686907020872865,0.20982986767485823,0.2824427480916031
Edmond Sumner,2019-20,619.2,0.5236294896030246,0.05587855297157621,0.42377260981912146,0.22351421188630485,0.29683462532299737,1.2200358422768307,0.44234404536862004,76.95122739018086,207.53294573643407,0.3041825095057034,0.7400379506641366,0.3383742911153119,0.3683206106870229
Elfrid Payton,2019-20,1690.8,0.9735349716446124,0.0774189732670925,0.2737165838656257,0.15111189969245328,0.49775254317482853,1.1851421411964356,0.2722117202268431,76.10214099834398,204.11952921693876,0.9391634980988594,0.9753320683111955,0.776937618147448,0.5133587786259542
Elie Okobo,2019-20,927.2,0.5841209829867675,0.06762295081967214,0.3007981018119068,0.16566005176876616,0.46591889559965494,1.1967860968112356,0.31947069943289225,76.26908973252804,204.72249784296807,0.33269961977186313,0.4838709677419355,0.6143667296786389,0.583969465648855
Emmanuel Mudiay,2019-20,1180.5,0.31379962192816635,0.06598898771706904,0.41634900465904273,0.13528166031342645,0.38238034731046167,1.1820081921346701,0.2608695652173913,76.43456162642948,203.38627700127066,0.20342205323193915,0.3776091081593928,0.2589792060491493,0.3148854961832061
Enes Kanter,2019-20,1337.2,0.42533081285444235,0.579793598564164,0.10776248878253065,0.23317379599162438,0.07927011666168111,1.0961475491961858,0.07750472589792061,81.03417588991924,238.45901884534854,0.6425855513307985,0.603415559772296,0.43100189035916825,0.3816793893129771
Eric Bledsoe,2019-20,2349.8,0.9243856332703214,0.06404800408545408,0.24759554004596132,0.12196782704911056,0.5663886288194739,1.0998427961833124,0.0888468809073724,75.72759383777343,200.68388799046727,0.747148288973384,0.9297912713472486,0.722117202268431,0.5152671755725191
Eric Gordon,2019-20,1512.9,0.7542533081285444,0.0809042236763831,0.3817172318064644,0.2543459580937273,0.2830325864234252,1.2761119720686533,0.8166351606805293,77.26558265582656,208.27873620199617,0.8403041825095057,0.4629981024667932,0.780718336483932,0.666030534351145
Eric Mika,2019-20,27.8,0.8809073724007561,0.683453237410072,0.1258992805755396,0.0971223021582734,0.09352517985611512,0.9686965848732991,0.01890359168241966,80.66187050359713,241.11151079136695,0.058935361216730035,0.08349146110056926,0.998109640831758,0.9904580152671756
Eric Paschall,2019-20,2264.2,0.5916824196597353,0.17750198745693843,0.2567352707358008,0.42982068721844363,0.13594205458881725,1.2897573376131501,0.8846880907372401,78.95888172422931,222.30377175161206,0.7395437262357415,0.3719165085388994,0.6086956521739131,0.7347328244274809
Ersan Ilyasova,2019-20,1382.3,0.3610586011342155,0.259205671706576,0.20892715040150475,0.43058670332055266,0.10128047457136656,1.2714275987996153,0.776937618147448,79.5647109889315,227.166099978297,0.5893536121673004,0.12333965844402277,0.5387523629489603,0.33587786259541985
Evan Fournier,2019-20,2855.8,0.9300567107750473,0.05613138174942223,0.4052804818264585,0.27950136564185174,0.25908677078226766,1.2335158842726266,0.5387523629489603,77.21244484907908,211.1880383780377,0.9752851711026616,0.9165085388994307,0.8544423440453687,0.6774809160305344
Evan Turner,2019-20,358.3,0.5349716446124764,0.08177504884175273,0.42478370080937766,0.2866313145408876,0.20680993580798215,1.2521221304475938,0.6597353497164461,77.6689924644153,216.4044097125314,0.2338403041825095,0.45161290322580644,0.8279773156899811,0.7805343511450382
Frank Jackson,2019-20,1141.2,0.6616257088846881,0.040658955485453896,0.3508587451805117,0.15676480897301084,0.4517174903610235,1.1467571031653654,0.16446124763705103,76.07562215212057,204.05038555906063,0.5570342205323194,0.5654648956356736,0.3837429111531191,0.2366412213740458
