OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Khris Middleton,2,4:39,20.0,5,20,0,1,0,2,2,100.0,1,1,100.0,0,0,0,Andre Iguodala,2019-20
Collin Sexton,2,5:47,19.7,0,19,3,0,1,0,6,0.0,0,2,0.0,0,0,0,Andre Iguodala,2019-20
Larry Nance Jr.,2,2:41,11.3,0,11,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Andre Iguodala,2019-20
Jordan Poole,1,2:50,11.1,3,8,0,0,0,1,2,50.0,0,0,0.0,1,1,1,Andre Iguodala,2019-20
Jerami Grant,1,2:52,10.7,4,14,0,2,0,1,4,25.0,0,3,0.0,2,3,2,Andre Iguodala,2019-20
Cameron Payne,1,3:02,10.6,0,10,1,2,0,0,1,0.0,0,0,0.0,0,0,0,Andre Iguodala,2019-20
Jrue Holiday,1,2:52,10.2,2,14,2,0,0,1,2,50.0,0,0,0.0,0,2,1,Andre Iguodala,2019-20
Semi Ojeleye,1,2:29,9.8,3,21,1,0,0,1,1,100.0,1,1,100.0,0,0,0,Andre Iguodala,2019-20
Fred VanVleet,1,2:36,9.1,3,13,2,0,0,1,1,100.0,1,1,100.0,0,0,0,Andre Iguodala,2019-20
Giannis Antetokounmpo,2,2:14,8.4,2,9,0,1,0,1,2,50.0,0,1,0.0,0,0,0,Andre Iguodala,2019-20
Malik Beasley,1,1:36,7.4,0,4,0,0,0,0,2,0.0,0,2,0.0,0,0,0,Andre Iguodala,2019-20
Cam Reddish,1,1:22,6.7,0,3,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Andre Iguodala,2019-20
D.J. Augustin,1,1:54,6.6,0,10,2,1,1,0,1,0.0,0,0,0.0,0,0,0,Andre Iguodala,2019-20
Terrence Ross,1,2:09,6.6,0,2,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Andre Iguodala,2019-20
Jaylen Brown,1,1:48,6.5,4,6,0,0,1,2,6,33.3,0,1,0.0,0,0,0,Andre Iguodala,2019-20
