OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Harrison Barnes,4,18:24,73.9,12,78,4,3,0,3,12,25.0,2,3,66.7,4,4,2,Andrew Wiggins,2019-20
Kent Bazemore,5,19:05,68.5,14,84,2,2,1,5,8,62.5,2,2,100.0,2,2,1,Andrew Wiggins,2019-20
Devin Booker,4,17:11,65.6,25,86,10,6,6,10,24,41.7,1,7,14.3,4,4,1,Andrew Wiggins,2019-20
T.J. Warren,2,14:51,56.2,18,74,3,0,1,7,12,58.3,2,3,66.7,2,2,1,Andrew Wiggins,2019-20
De'Andre Hunter,2,11:10,46.1,10,73,1,1,1,4,8,50.0,2,4,50.0,0,0,0,Andrew Wiggins,2019-20
Alec Burks,3,11:04,40.9,11,45,1,0,1,2,4,50.0,1,2,50.0,6,6,2,Andrew Wiggins,2019-20
Gary Harris,3,10:18,40.6,2,46,0,0,1,1,8,12.5,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Will Barton,4,10:02,40.2,18,72,0,1,1,8,11,72.7,2,4,50.0,0,0,0,Andrew Wiggins,2019-20
Jae Crowder,4,9:26,37.1,18,55,2,0,0,5,7,71.4,3,5,60.0,5,5,3,Andrew Wiggins,2019-20
Dillon Brooks,3,8:38,35.6,13,44,1,3,1,5,11,45.5,3,5,60.0,0,0,0,Andrew Wiggins,2019-20
Kawhi Leonard,3,7:46,32.4,22,41,2,1,0,5,12,41.7,2,3,66.7,10,10,4,Andrew Wiggins,2019-20
LeBron James,2,7:28,30.4,14,49,4,6,0,5,10,50.0,2,3,66.7,2,2,1,Andrew Wiggins,2019-20
Bojan Bogdanovic,2,7:25,28.8,15,38,1,1,0,5,8,62.5,3,6,50.0,2,2,1,Andrew Wiggins,2019-20
Luguentz Dort,1,6:38,28.0,8,37,0,0,0,2,4,50.0,2,4,50.0,2,2,1,Andrew Wiggins,2019-20
Bryn Forbes,2,6:49,27.5,6,29,1,1,1,2,4,50.0,1,3,33.3,1,1,1,Andrew Wiggins,2019-20
Tobias Harris,2,6:35,25.5,5,30,1,0,1,1,5,20.0,0,1,0.0,3,3,2,Andrew Wiggins,2019-20
OG Anunoby,2,6:10,25.3,7,46,0,0,0,2,2,100.0,1,1,100.0,2,2,1,Andrew Wiggins,2019-20
Paul George,3,6:14,25.0,8,32,3,1,0,3,9,33.3,2,6,33.3,0,0,0,Andrew Wiggins,2019-20
Torrey Craig,3,7:25,24.3,3,38,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
James Harden,3,6:37,23.6,9,27,3,2,0,2,9,22.2,0,6,0.0,5,5,3,Andrew Wiggins,2019-20
Russell Westbrook,3,4:58,23.5,10,29,2,1,0,4,10,40.0,0,1,0.0,2,2,3,Andrew Wiggins,2019-20
Caris LeVert,1,4:56,23.4,6,47,2,0,0,2,5,40.0,1,3,33.3,1,2,1,Andrew Wiggins,2019-20
Terrance Ferguson,1,6:33,22.4,8,31,0,0,0,2,3,66.7,2,3,66.7,2,2,1,Andrew Wiggins,2019-20
Jrue Holiday,2,6:16,22.1,5,28,4,1,0,2,6,33.3,1,4,25.0,0,0,0,Andrew Wiggins,2019-20
Ricky Rubio,3,5:25,22.1,5,29,3,4,1,2,6,33.3,1,1,100.0,0,0,0,Andrew Wiggins,2019-20
Mikal Bridges,4,5:17,21.8,7,42,2,0,1,2,6,33.3,1,2,50.0,2,2,1,Andrew Wiggins,2019-20
P.J. Tucker,2,5:11,21.4,0,23,2,0,0,0,0,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
CJ McCollum,2,5:29,20.8,7,23,0,0,1,3,7,42.9,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Brandon Ingram,2,4:37,20.4,10,29,3,0,1,3,6,50.0,2,4,50.0,2,2,1,Andrew Wiggins,2019-20
Jamal Murray,3,4:38,19.5,6,21,0,0,0,1,5,20.0,0,3,0.0,4,4,2,Andrew Wiggins,2019-20
Tyler Herro,1,5:11,19.0,2,31,2,0,0,1,3,33.3,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Cameron Johnson,4,5:15,18.9,3,28,1,0,0,1,4,25.0,1,4,25.0,0,0,0,Andrew Wiggins,2019-20
Bogdan Bogdanovic,4,4:24,18.8,5,27,1,0,0,2,4,50.0,1,3,33.3,0,0,0,Andrew Wiggins,2019-20
Danny Green,2,4:22,18.6,12,44,0,0,0,4,5,80.0,4,5,80.0,0,0,0,Andrew Wiggins,2019-20
Michael Porter Jr.,4,4:45,18.6,4,34,1,2,0,2,4,50.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Jordan Poole,1,3:58,18.2,0,21,0,1,2,0,6,0.0,0,4,0.0,0,0,1,Andrew Wiggins,2019-20
Tyus Jones,3,4:14,17.7,3,25,6,1,0,1,2,50.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Glenn Robinson III,2,4:27,17.7,2,19,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Nemanja Bjelica,4,4:38,17.6,10,33,3,1,0,4,7,57.1,2,4,50.0,0,0,0,Andrew Wiggins,2019-20
Kyle Lowry,2,4:07,17.0,15,26,1,0,0,5,7,71.4,3,4,75.0,2,2,1,Andrew Wiggins,2019-20
Shabazz Napier,1,4:12,16.7,2,19,0,0,1,1,3,33.3,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Danuel House Jr.,3,3:35,16.4,2,35,0,1,0,1,2,50.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Isaac Bonga,2,4:07,16.2,6,22,0,1,0,2,5,40.0,2,3,66.7,0,0,0,Andrew Wiggins,2019-20
Damion Lee,2,4:24,16.1,0,13,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Landry Shamet,2,4:04,16.1,9,33,1,0,0,3,4,75.0,3,4,75.0,0,0,0,Andrew Wiggins,2019-20
Royce O'Neale,2,4:18,16.0,3,25,0,0,0,1,2,50.0,1,1,100.0,0,0,0,Andrew Wiggins,2019-20
Joe Ingles,2,4:47,15.9,2,31,1,1,0,1,2,50.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Derrick Jones Jr.,1,4:14,15.9,4,12,0,1,0,2,2,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Kelly Oubre Jr.,3,3:49,15.8,3,14,0,0,1,0,4,0.0,0,0,0.0,3,4,1,Andrew Wiggins,2019-20
Luke Kennard,1,3:36,15.7,6,24,1,0,0,2,3,66.7,2,3,66.7,0,0,0,Andrew Wiggins,2019-20
Zach LaVine,1,4:22,15.4,2,18,0,2,0,1,3,33.3,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Buddy Hield,4,3:44,15.4,0,15,0,0,0,0,3,0.0,0,3,0.0,0,0,0,Andrew Wiggins,2019-20
Derrick White,2,3:40,15.3,4,16,0,0,0,1,4,25.0,0,1,0.0,2,2,1,Andrew Wiggins,2019-20
Josh Hart,2,4:02,15.3,6,15,0,0,0,2,4,50.0,2,4,50.0,0,0,0,Andrew Wiggins,2019-20
Miles Bridges,1,3:37,15.2,6,18,0,0,0,2,2,100.0,2,2,100.0,0,0,0,Andrew Wiggins,2019-20
Kevin Porter Jr.,1,4:12,15.0,4,15,0,0,0,2,2,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Kenrich Williams,1,3:32,14.8,0,15,0,0,0,0,2,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Troy Brown Jr.,2,3:10,14.8,2,18,1,0,0,0,0,0.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
Norman Powell,2,3:20,14.7,3,26,2,0,1,1,3,33.3,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Maurice Harkless,2,3:24,14.4,0,11,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Wesley Matthews,1,2:40,14.2,3,28,0,0,0,1,3,33.3,1,3,33.3,0,0,0,Andrew Wiggins,2019-20
Duncan Robinson,2,3:24,13.6,19,29,1,0,0,7,9,77.8,4,6,66.7,1,1,1,Andrew Wiggins,2019-20
Donovan Mitchell,2,3:22,12.9,0,12,0,0,0,0,1,0.0,0,0,0.0,0,0,1,Andrew Wiggins,2019-20
Jaren Jackson Jr.,3,2:41,12.5,4,22,1,0,1,2,7,28.6,0,4,0.0,0,0,0,Andrew Wiggins,2019-20
Justin Holiday,2,3:23,12.4,0,14,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Al Horford,2,3:09,12.3,4,24,1,0,1,2,7,28.6,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Kris Dunn,1,2:40,12.1,3,14,0,0,0,1,1,100.0,0,0,0.0,1,2,1,Andrew Wiggins,2019-20
Draymond Green,1,2:35,11.5,5,14,1,1,0,1,1,100.0,0,0,0.0,3,3,2,Andrew Wiggins,2019-20
De'Aaron Fox,4,2:12,10.9,9,16,0,0,3,3,7,42.9,0,1,0.0,3,5,5,Andrew Wiggins,2019-20
Patty Mills,2,2:35,10.4,0,8,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Brandon Clarke,3,2:22,10.4,6,12,0,1,0,2,4,50.0,0,0,0.0,2,2,0,Andrew Wiggins,2019-20
Dorian Finney-Smith,1,2:58,10.3,0,8,0,0,2,0,3,0.0,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Kyle Kuzma,2,2:53,10.2,0,12,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
DeMar DeRozan,2,2:40,10.1,0,10,0,0,1,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
D'Angelo Russell,2,2:08,10.1,11,18,1,1,0,3,5,60.0,1,3,33.3,4,4,1,Andrew Wiggins,2019-20
Ben McLemore,3,2:12,9.8,0,18,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Tim Hardaway Jr.,1,2:51,9.8,3,15,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Rodney McGruder,2,2:32,9.8,2,20,0,0,0,1,2,50.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Kyrie Irving,1,1:55,9.8,6,11,0,0,0,2,5,40.0,1,4,25.0,1,1,1,Andrew Wiggins,2019-20
Justise Winslow,1,2:10,9.6,0,8,2,0,0,0,2,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Jerome Robinson,1,2:30,9.5,0,9,0,0,0,0,2,0.0,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Malik Beasley,2,2:58,9.4,5,15,0,0,1,2,6,33.3,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Eric Gordon,2,2:16,9.4,6,24,1,0,0,2,3,66.7,2,2,100.0,0,0,0,Andrew Wiggins,2019-20
Nikola Jokic,4,2:25,9.3,0,8,1,4,0,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
JJ Redick,2,2:20,9.2,3,21,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Hamidou Diallo,2,2:20,9.2,2,9,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Paul Millsap,3,2:07,9.1,6,15,0,1,0,3,5,60.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Pascal Siakam,2,1:53,9.0,4,15,2,0,0,1,3,33.3,0,1,0.0,2,2,1,Andrew Wiggins,2019-20
Eric Paschall,2,2:10,9.0,5,17,0,0,0,1,1,100.0,1,1,100.0,2,2,1,Andrew Wiggins,2019-20
Jerami Grant,4,2:13,8.9,0,9,1,0,0,0,4,0.0,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Dario Saric,3,2:23,8.9,2,16,0,0,0,1,3,33.3,0,2,0.0,0,0,1,Andrew Wiggins,2019-20
Dwayne Bacon,1,2:13,8.9,2,11,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Ben Simmons,1,2:26,8.9,4,17,1,0,0,2,3,66.7,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Elie Okobo,3,2:04,8.8,1,7,0,0,0,0,0,0.0,0,0,0.0,1,2,0,Andrew Wiggins,2019-20
Lonnie Walker IV,2,2:26,8.8,5,9,0,0,0,2,2,100.0,1,1,100.0,0,0,0,Andrew Wiggins,2019-20
Monte Morris,4,2:25,8.6,0,13,4,0,1,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Shake Milton,1,2:41,8.6,9,20,0,0,0,3,4,75.0,1,2,50.0,2,2,1,Andrew Wiggins,2019-20
Shai Gilgeous-Alexander,2,2:19,8.5,4,8,1,1,0,1,2,50.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
E'Twaun Moore,2,1:46,8.5,0,5,0,0,1,0,3,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Rondae Hollis-Jefferson,2,1:55,8.4,0,12,2,0,0,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Davis Bertans,2,1:56,8.1,8,20,0,0,0,3,4,75.0,2,2,100.0,0,0,0,Andrew Wiggins,2019-20
Kyle Anderson,2,2:20,7.9,3,16,0,0,0,1,1,100.0,0,0,0.0,1,2,1,Andrew Wiggins,2019-20
Solomon Hill,3,2:04,7.8,4,15,1,0,0,2,2,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
De'Anthony Melton,2,2:03,7.7,4,15,1,0,0,2,3,66.7,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Lonzo Ball,2,1:55,7.7,5,14,0,0,0,2,5,40.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Cory Joseph,4,1:55,7.5,4,18,1,0,0,2,2,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Ivica Zubac,3,1:45,7.5,2,11,0,0,0,0,1,0.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
Kentavious Caldwell-Pope,1,1:49,7.5,2,11,1,1,0,0,1,0.0,0,1,0.0,2,2,0,Andrew Wiggins,2019-20
Damian Lillard,2,1:37,7.4,6,10,1,1,0,2,4,50.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
Jimmy Butler,1,1:55,7.4,6,6,1,1,0,2,4,50.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
Brook Lopez,1,1:07,7.2,0,15,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Bam Adebayo,2,1:47,7.2,5,9,1,1,0,1,2,50.0,0,0,0.0,3,8,3,Andrew Wiggins,2019-20
Matisse Thybulle,2,1:49,7.2,3,11,1,0,0,1,1,100.0,1,1,100.0,0,0,1,Andrew Wiggins,2019-20
Dante Exum,2,1:53,7.1,10,13,0,0,0,4,4,100.0,2,2,100.0,0,0,0,Andrew Wiggins,2019-20
Tony Snell,1,1:53,7.0,2,19,0,0,0,1,3,33.3,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Austin Rivers,3,1:41,7.0,7,23,0,0,0,3,4,75.0,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Grayson Allen,2,2:05,7.0,2,9,0,0,0,1,2,50.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Kendrick Nunn,2,1:26,6.9,0,16,1,0,0,0,2,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Dejounte Murray,2,1:44,6.8,0,5,1,0,0,0,2,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Goran Dragic,2,1:47,6.7,4,6,0,0,0,2,2,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Trae Young,2,1:27,6.7,11,21,2,0,0,3,4,75.0,2,3,66.7,3,4,2,Andrew Wiggins,2019-20
Jeremy Lamb,2,1:27,6.6,5,17,1,0,0,1,3,33.3,1,3,33.3,2,2,1,Andrew Wiggins,2019-20
Derrick Rose,1,1:15,6.6,2,8,0,0,0,1,3,33.3,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Collin Sexton,1,1:39,6.6,2,6,0,1,0,0,1,0.0,0,0,0.0,2,2,1,Andrew Wiggins,2019-20
Jonah Bolden,1,1:56,6.6,0,15,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Andrew Wiggins,2019-20
Tomas Satoransky,1,1:23,6.5,0,7,1,0,0,0,3,0.0,0,2,0.0,0,0,0,Andrew Wiggins,2019-20
Anfernee Simons,2,1:34,6.5,0,12,0,0,1,0,1,0.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Rui Hachimura,2,1:20,6.4,2,8,0,0,1,1,3,33.3,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Jalen Brunson,1,1:45,6.4,2,13,2,0,0,1,1,100.0,0,0,0.0,0,0,0,Andrew Wiggins,2019-20
Khris Middleton,1,1:16,6.3,5,9,1,1,0,2,3,66.7,1,2,50.0,0,0,0,Andrew Wiggins,2019-20
Patrick Beverley,2,1:40,6.3,9,26,1,1,0,3,4,75.0,3,4,75.0,0,0,0,Andrew Wiggins,2019-20
Giannis Antetokounmpo,1,1:02,6.3,5,4,0,0,1,2,3,66.7,0,0,0.0,1,2,2,Andrew Wiggins,2019-20
Taurean Prince,1,1:31,6.2,3,7,0,0,0,1,1,100.0,1,1,100.0,0,0,0,Andrew Wiggins,2019-20
