OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Kevin Love,3,17:02,61.5,29,100,6,3,0,11,19,57.9,4,10,40.0,3,3,1,Lauri Markkanen,2019-20
Giannis Antetokounmpo,4,13:10,57.1,41,76,4,4,0,16,26,61.5,3,8,37.5,6,13,8,Lauri Markkanen,2019-20
P.J. Washington,3,13:19,50.7,8,45,2,2,0,3,9,33.3,2,4,50.0,0,0,0,Lauri Markkanen,2019-20
Carmelo Anthony,2,13:23,47.8,29,63,2,1,1,11,22,50.0,3,6,50.0,4,4,1,Lauri Markkanen,2019-20
Julius Randle,2,13:14,45.5,6,49,4,4,0,2,11,18.2,0,2,0.0,2,3,1,Lauri Markkanen,2019-20
Markieff Morris,4,10:50,41.1,9,42,2,2,1,3,12,25.0,2,6,33.3,1,2,1,Lauri Markkanen,2019-20
Jaylen Brown,2,9:32,36.5,4,48,1,0,0,1,6,16.7,0,1,0.0,2,2,1,Lauri Markkanen,2019-20
Brook Lopez,4,7:56,35.8,14,58,0,1,0,6,8,75.0,1,1,100.0,1,1,1,Lauri Markkanen,2019-20
Eric Paschall,2,9:39,35.5,7,30,0,1,0,3,5,60.0,0,0,0.0,1,1,1,Lauri Markkanen,2019-20
Pascal Siakam,2,8:47,33.4,10,37,3,2,0,4,9,44.4,0,2,0.0,2,2,2,Lauri Markkanen,2019-20
Jaren Jackson Jr.,2,8:56,32.7,12,34,1,1,0,5,11,45.5,2,2,100.0,0,0,1,Lauri Markkanen,2019-20
Robert Covington,1,7:44,31.0,4,40,0,3,0,2,3,66.7,0,0,0.0,0,0,0,Lauri Markkanen,2019-20
Davis Bertans,2,8:28,30.9,14,30,1,1,1,5,8,62.5,4,6,66.7,0,0,0,Lauri Markkanen,2019-20
Jabari Parker,2,6:48,28.1,7,29,0,3,0,3,8,37.5,1,2,50.0,0,0,0,Lauri Markkanen,2019-20
JaKarr Sampson,3,7:39,27.6,6,52,1,2,0,3,3,100.0,0,0,0.0,0,0,0,Lauri Markkanen,2019-20
Taurean Prince,2,7:16,27.3,8,34,0,1,0,3,7,42.9,1,3,33.3,1,2,1,Lauri Markkanen,2019-20
Jonathan Isaac,1,5:47,23.9,6,30,0,0,0,3,4,75.0,0,0,0.0,0,0,0,Lauri Markkanen,2019-20
Myles Turner,2,6:58,23.6,6,27,0,0,0,3,5,60.0,0,1,0.0,0,0,0,Lauri Markkanen,2019-20
Solomon Hill,1,5:11,22.2,2,27,1,1,0,1,4,25.0,0,1,0.0,0,0,0,Lauri Markkanen,2019-20
Royce O'Neale,1,6:38,21.7,2,18,2,1,0,1,2,50.0,0,1,0.0,0,0,0,Lauri Markkanen,2019-20
Nemanja Bjelica,1,5:34,21.6,12,34,0,0,0,4,6,66.7,2,3,66.7,2,2,1,Lauri Markkanen,2019-20
