OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Ersan Ilyasova,1,0:53,3.2,0,2,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Marco Belinelli,1,0:34,2.1,3,3,0,0,0,1,2,50.0,1,2,50.0,0,0,0,Isaiah Roby,2019-20
Keldon Johnson,1,0:37,2.0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Anthony Tolliver,1,0:20,1.9,0,5,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Isaiah Roby,2019-20
D.J. Wilson,1,0:18,1.3,0,3,1,0,0,0,1,0.0,0,1,0.0,0,0,0,Isaiah Roby,2019-20
Thanasis Antetokounmpo,1,0:14,0.8,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Sterling Brown,1,0:11,0.5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Chimezie Metu,1,0:09,0.4,2,5,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Harry Giles III,1,0:05,0.4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Derrick White,1,0:05,0.4,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Lonnie Walker IV,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Yogi Ferrell,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
Justin James,1,0:01,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Isaiah Roby,2019-20
