OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Naz Reid,1,2:03,7.8,3,12,1,0,0,1,3,33.3,1,2,50.0,0,0,0,Alen Smailagic,2019-20
Kyle Kuzma,1,1:47,7.5,2,9,1,0,1,1,3,33.3,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Brook Lopez,1,1:19,5.7,0,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Kristaps Porzingis,1,1:17,5.7,0,10,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Jakob Poeltl,1,1:26,5.7,0,14,2,0,2,0,1,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Maxi Kleber,2,1:22,5.3,2,13,0,0,0,0,0,0.0,0,0,0.0,2,2,0,Alen Smailagic,2019-20
Dwight Powell,2,1:24,5.3,0,9,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Dwight Howard,1,1:16,5.2,4,7,0,0,0,2,2,100.0,0,0,0.0,0,2,0,Alen Smailagic,2019-20
Jonas Valanciunas,1,1:12,5.1,4,12,1,0,0,2,3,66.7,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Bruno Caboclo,2,1:04,5.0,0,5,0,2,0,0,0,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
Ryan Broekhoff,1,1:06,4.5,0,0,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Alen Smailagic,2019-20
JaMychal Green,1,0:38,4.3,0,4,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Alen Smailagic,2019-20
Zion Williamson,1,0:50,4.3,3,6,0,0,0,1,1,100.0,1,1,100.0,0,0,0,Alen Smailagic,2019-20
Jonah Bolden,1,1:19,4.3,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Alen Smailagic,2019-20
