OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Noah Vonleh,3,7:29,29.1,0,24,1,0,1,0,5,0.0,0,2,0.0,0,0,0,Omari Spellman,2018-19
Marvin Bagley III,2,6:59,26.9,8,44,1,0,0,4,8,50.0,0,1,0.0,0,0,0,Omari Spellman,2018-19
LeBron James,2,6:40,26.8,14,34,2,1,1,5,12,41.7,2,7,28.6,2,4,1,Omari Spellman,2018-19
Jonathan Isaac,2,6:51,24.8,9,40,0,0,0,4,9,44.4,1,6,16.7,0,0,0,Omari Spellman,2018-19
Lauri Markkanen,2,5:35,23.9,0,32,0,0,0,0,4,0.0,0,3,0.0,0,0,0,Omari Spellman,2018-19
Marvin Williams,4,5:51,23.1,7,26,0,0,0,2,4,50.0,1,2,50.0,2,2,1,Omari Spellman,2018-19
Blake Griffin,2,4:48,19.3,6,25,2,1,0,2,4,50.0,1,3,33.3,1,2,0,Omari Spellman,2018-19
Dario Saric,2,3:52,17.8,2,26,0,1,0,0,5,0.0,0,3,0.0,2,2,0,Omari Spellman,2018-19
Giannis Antetokounmpo,1,3:31,16.3,12,26,0,0,2,6,9,66.7,0,1,0.0,0,1,1,Omari Spellman,2018-19
Tobias Harris,2,3:53,16.2,9,18,0,1,0,3,6,50.0,2,4,50.0,1,1,1,Omari Spellman,2018-19
Jerami Grant,2,3:58,15.8,5,13,0,0,0,2,4,50.0,0,2,0.0,1,2,2,Omari Spellman,2018-19
Kelly Olynyk,3,3:47,15.7,3,24,0,2,0,1,3,33.3,1,3,33.3,0,0,0,Omari Spellman,2018-19
Justise Winslow,2,3:52,15.7,9,30,1,1,1,3,4,75.0,1,1,100.0,2,2,1,Omari Spellman,2018-19
Sam Dekker,3,4:04,15.5,0,17,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Omari Spellman,2018-19
Cody Zeller,4,3:47,15.5,6,24,0,0,0,3,3,100.0,0,0,0.0,0,0,0,Omari Spellman,2018-19
Jeff Green,1,3:02,13.4,5,14,0,0,0,2,6,33.3,1,3,33.3,0,0,0,Omari Spellman,2018-19
Luke Kornet,1,3:28,12.6,3,11,0,0,1,1,5,20.0,1,3,33.3,0,0,0,Omari Spellman,2018-19
