OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Derrick Favors,3,14:11,52.2,22,62,1,2,0,8,12,66.7,2,3,66.7,4,4,2,Jaren Jackson Jr.,2018-19
Julius Randle,4,13:46,51.6,19,60,5,3,2,6,15,40.0,0,2,0.0,7,8,5,Jaren Jackson Jr.,2018-19
Nemanja Bjelica,4,12:08,46.8,19,60,2,1,1,6,13,46.2,4,7,57.1,3,5,3,Jaren Jackson Jr.,2018-19
Kyle Kuzma,2,10:25,41.3,12,54,3,1,0,4,8,50.0,2,4,50.0,2,4,2,Jaren Jackson Jr.,2018-19
Marvin Bagley III,3,9:44,37.4,19,36,1,1,1,6,11,54.5,0,1,0.0,7,10,6,Jaren Jackson Jr.,2018-19
Danilo Gallinari,2,8:44,35.4,13,37,1,0,2,3,6,50.0,3,4,75.0,4,6,1,Jaren Jackson Jr.,2018-19
P.J. Tucker,3,9:37,34.8,3,35,0,1,1,1,9,11.1,1,7,14.3,0,0,0,Jaren Jackson Jr.,2018-19
Rudy Gay,3,9:20,34.1,11,39,2,1,0,4,12,33.3,1,2,50.0,2,2,0,Jaren Jackson Jr.,2018-19
Paul Millsap,2,9:18,33.3,4,28,0,2,2,1,9,11.1,0,1,0.0,2,2,0,Jaren Jackson Jr.,2018-19
Taj Gibson,3,9:45,31.6,4,14,0,1,2,2,8,25.0,0,0,0.0,0,0,0,Jaren Jackson Jr.,2018-19
Noah Vonleh,2,8:41,31.1,0,35,3,0,0,0,3,0.0,0,2,0.0,0,0,0,Jaren Jackson Jr.,2018-19
Draymond Green,2,6:34,28.4,0,33,3,2,0,0,4,0.0,0,1,0.0,0,0,0,Jaren Jackson Jr.,2018-19
Marcus Morris Sr.,2,7:10,27.5,12,33,0,0,0,5,11,45.5,2,6,33.3,0,0,1,Jaren Jackson Jr.,2018-19
