OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Lonzo Ball,4,13:06,52.0,11,51,2,0,0,4,8,50.0,3,6,50.0,0,0,0,Patty Mills,2018-19
Damian Lillard,4,10:32,42.8,10,57,5,1,0,4,12,33.3,0,4,0.0,2,2,1,Patty Mills,2018-19
Dennis Smith Jr.,2,8:46,37.8,13,55,3,1,0,5,10,50.0,2,5,40.0,1,2,1,Patty Mills,2018-19
Jeff Teague,3,9:40,37.8,11,38,1,1,0,4,9,44.4,1,3,33.3,2,2,1,Patty Mills,2018-19
Dennis Schroder,3,7:54,36.8,5,39,3,2,0,1,6,16.7,1,2,50.0,2,4,1,Patty Mills,2018-19
Seth Curry,4,10:10,36.0,9,53,0,0,0,3,5,60.0,3,4,75.0,0,0,0,Patty Mills,2018-19
Mike Conley,3,9:50,33.8,7,30,6,0,0,2,9,22.2,1,4,25.0,2,2,0,Patty Mills,2018-19
Jalen Brunson,4,8:37,33.3,10,34,1,2,0,2,6,33.3,1,4,25.0,5,5,1,Patty Mills,2018-19
Tim Frazier,3,7:20,32.2,7,41,6,2,0,3,9,33.3,1,2,50.0,0,0,0,Patty Mills,2018-19
Monte Morris,4,8:20,31.3,8,30,4,0,0,4,8,50.0,0,1,0.0,0,0,0,Patty Mills,2018-19
Eric Gordon,4,8:25,30.6,9,43,0,0,0,3,12,25.0,3,12,25.0,0,1,1,Patty Mills,2018-19
Avery Bradley,4,7:48,30.3,11,45,2,0,1,4,6,66.7,3,3,100.0,0,0,0,Patty Mills,2018-19
De'Aaron Fox,3,7:58,29.2,4,20,3,1,0,2,2,100.0,0,0,0.0,0,0,0,Patty Mills,2018-19
T.J. McConnell,2,7:38,28.5,4,50,2,2,0,2,4,50.0,0,1,0.0,0,0,0,Patty Mills,2018-19
D.J. Augustin,2,8:17,26.9,3,35,2,1,0,1,2,50.0,1,1,100.0,0,0,0,Patty Mills,2018-19
Cory Joseph,2,6:40,26.8,10,43,3,0,0,4,7,57.1,2,3,66.7,0,0,0,Patty Mills,2018-19
Shabazz Napier,2,6:00,26.8,3,25,0,0,0,1,6,16.7,1,6,16.7,0,0,0,Patty Mills,2018-19
Derrick Rose,4,6:38,26.1,9,42,2,0,0,3,8,37.5,1,1,100.0,2,2,1,Patty Mills,2018-19
De'Anthony Melton,3,6:37,24.8,5,23,1,0,0,2,8,25.0,1,6,16.7,0,0,0,Patty Mills,2018-19
Jamal Murray,4,6:36,24.6,9,16,1,0,0,4,9,44.4,1,2,50.0,0,0,0,Patty Mills,2018-19
Tyus Jones,3,6:05,24.4,0,14,0,0,0,0,3,0.0,0,1,0.0,0,0,1,Patty Mills,2018-19
