OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Jerian Grant,1,1:03,4.0,2,6,0,1,0,1,1,100.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Daryl Macon,1,0:10,1.2,2,2,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Khem Birch,1,0:12,0.8,0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Wes Iwundu,1,0:08,0.6,0,2,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Isaiah Briscoe,1,0:12,0.6,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Amile Jefferson,1,0:04,0.3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Melvin Frazier,1,0:03,0.2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Justin Jackson,1,0:02,0.2,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Jonathan Isaac,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
Terrence Ross,1,0:01,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Trevon Duval,2018-19
