OFF_PLAYER,GP,MATCHUP MIN,PARTIAL  POSS,PTS,TEAMPTS,AST,TOV,BLK,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,SFL,DEF_PLAYER,SEASON
Anfernee Simons,1,1:59,8.0,0,11,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Frank Ntilikina,2,1:10,5.9,0,9,1,0,0,0,1,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
De'Anthony Melton,1,1:14,4.8,2,5,0,0,0,0,0,0.0,0,0,0.0,2,2,1,Demetrius Jackson,2018-19
Lorenzo Brown,1,1:08,4.7,0,6,0,1,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Kelly Oubre Jr.,1,0:41,3.1,0,16,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Devin Booker,1,0:59,3.0,2,4,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Josh Jackson,1,0:40,2.9,1,3,0,0,0,0,1,0.0,0,0,0.0,1,2,1,Demetrius Jackson,2018-19
Nik Stauskas,1,0:38,2.4,0,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Kevin Knox II,2,0:30,2.4,0,5,0,1,0,0,1,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Mikal Bridges,1,0:29,1.8,0,2,0,0,0,0,1,0.0,0,1,0.0,0,0,0,Demetrius Jackson,2018-19
Ron Baker,1,0:38,1.8,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Wade Baldwin IV,1,0:23,1.8,0,0,0,1,0,0,1,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Damyean Dotson,2,0:31,1.6,3,3,0,0,0,1,1,100.0,1,1,100.0,0,0,0,Demetrius Jackson,2018-19
Jamal Crawford,1,0:23,1.5,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Raul Neto,1,0:23,1.2,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Zach Collins,1,0:10,0.9,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Elie Okobo,1,0:13,0.8,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Norman Powell,1,0:13,0.8,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
T.J. Warren,1,0:09,0.7,0,2,0,0,0,0,1,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
CJ Miles,1,0:13,0.6,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Mario Hezonja,1,0:10,0.6,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Caleb Swanigan,1,0:07,0.5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Luke Kornet,1,0:07,0.5,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Dante Exum,1,0:02,0.3,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Richaun Holmes,1,0:05,0.3,2,2,0,0,0,1,1,100.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Mitchell Robinson,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Troy Daniels,1,0:01,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Ekpe Udoh,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Malachi Richardson,1,0:01,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Chris Boucher,1,0:02,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Deandre Ayton,1,0:01,0.1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
Tim Hardaway Jr.,1,0:01,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Demetrius Jackson,2018-19
